Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
GO: Molecular Function	GO:0042803	protein homodimerization activity	 	1.979E-3	1.000E0	3.025E-2	2.072E-1	14	1018	RAG1,TCF4,TCF3,EXD1,GRIK2,NR3C1,RUNX1,RUNX1T1,PTPRT,PRKRA,DST,KMT2A,PRKG1,TP53
GO: Molecular Function	GO:0035326	enhancer binding	 	2.029E-3	1.000E0	3.025E-2	2.072E-1	5	156	TCF3,XBP1,IKZF1,KMT2A,TP53
GO: Molecular Function	GO:0004861	cyclin-dependent protein serine/threonine kinase inhibitor activity	 	2.059E-3	1.000E0	3.025E-2	2.072E-1	2	12	CDKN2A,CDKN2B
GO: Molecular Function	GO:0015276	ligand-gated ion channel activity	 	2.419E-3	1.000E0	3.459E-2	2.369E-1	6	237	HCN1,GRIK2,ITPR2,NRXN1,DLG2,DMD
GO: Molecular Function	GO:0022834	ligand-gated channel activity	 	2.575E-3	1.000E0	3.585E-2	2.455E-1	6	240	HCN1,GRIK2,ITPR2,NRXN1,DLG2,DMD
GO: Molecular Function	GO:0019904	protein domain specific binding	 	2.879E-3	1.000E0	3.906E-2	2.675E-1	12	833	TCF3,ABL1,ATRX,NDE1,RB1,KHDRBS2,ETV6,IKZF1,GRIK2,EBF1,DLG2,TP53
GO: Molecular Function	GO:0005246	calcium channel regulator activity	 	3.101E-3	1.000E0	4.101E-2	2.809E-1	3	51	NRXN3,NRXN1,PRKG1
GO: Molecular Function	GO:1990841	promoter-specific chromatin binding	 	3.648E-3	1.000E0	4.620E-2	3.164E-1	3	54	NUP98,RUNX1,TP53
GO: Molecular Function	GO:0004725	protein tyrosine phosphatase activity	 	3.668E-3	1.000E0	4.620E-2	3.164E-1	4	110	MTMR8,PTPRT,PTPN9,PTPRD
GO: Molecular Function	GO:0001217	DNA-binding transcription repressor activity	 	3.890E-3	1.000E0	4.676E-2	3.203E-1	6	261	TCF3,ZNF536,ETV6,IKZF1,ARID5B,ZFHX3
GO: Molecular Function	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	 	3.890E-3	1.000E0	4.676E-2	3.203E-1	6	261	TCF3,ZNF536,ETV6,IKZF1,ARID5B,ZFHX3
GO: Molecular Function	GO:0042800	histone methyltransferase activity (H3-K4 specific)	 	4.164E-3	1.000E0	4.687E-2	3.210E-1	2	17	KMT2C,KMT2A
GO: Molecular Function	GO:0019198	transmembrane receptor protein phosphatase activity	 	4.164E-3	1.000E0	4.687E-2	3.210E-1	2	17	PTPRT,PTPRD
GO: Molecular Function	GO:0005001	transmembrane receptor protein tyrosine phosphatase activity	 	4.164E-3	1.000E0	4.687E-2	3.210E-1	2	17	PTPRT,PTPRD
GO: Molecular Function	GO:0000980	RNA polymerase II distal enhancer sequence-specific DNA binding	 	4.432E-3	1.000E0	4.884E-2	3.345E-1	4	116	TCF3,IKZF1,KMT2A,TP53
GO: Biological Process	GO:0045944	positive regulation of transcription by RNA polymerase II	 	3.042E-13	1.036E-9	8.834E-10	7.695E-9	32	1315	SOX5,MYCN,CDKN2B,TCF4,NCOA6,TCF3,ABL1,ERG,ATRX,RB1,XBP1,ETV6,IKZF1,EBF1,NR3C1,MLLT10,RUNX1,CBFB,TBL1XR1,KMT2C,TSC22D1,ARID2,AUTS2,UHRF1,KMT2A,ELF1,ZFHX3,CTBP2,PAX5,PBX1,STAG2,TP53
GO: Biological Process	GO:1903508	positive regulation of nucleic acid-templated transcription	 	7.650E-13	2.605E-9	8.834E-10	7.695E-9	36	1736	SOX5,MYCN,CDKN2B,TCF4,NCOA6,TCF3,ABL1,ERG,ATRX,RB1,NUP98,XBP1,ETV6,IKZF1,EBF1,NR3C1,MLLT10,RUNX1,CBFB,TBL1XR1,KMT2C,TSC22D1,FANK1,ARID2,ARID5B,AUTS2,UHRF1,KMT2A,MLLT3,ELF1,ZFHX3,CTBP2,PAX5,PBX1,STAG2,TP53
GO: Biological Process	GO:1902680	positive regulation of RNA biosynthetic process	 	7.781E-13	2.650E-9	8.834E-10	7.695E-9	36	1737	SOX5,MYCN,CDKN2B,TCF4,NCOA6,TCF3,ABL1,ERG,ATRX,RB1,NUP98,XBP1,ETV6,IKZF1,EBF1,NR3C1,MLLT10,RUNX1,CBFB,TBL1XR1,KMT2C,TSC22D1,FANK1,ARID2,ARID5B,AUTS2,UHRF1,KMT2A,MLLT3,ELF1,ZFHX3,CTBP2,PAX5,PBX1,STAG2,TP53
GO: Biological Process	GO:0051254	positive regulation of RNA metabolic process	 	3.552E-12	1.210E-8	3.024E-9	2.634E-8	36	1829	SOX5,MYCN,CDKN2B,TCF4,NCOA6,TCF3,ABL1,ERG,ATRX,RB1,NUP98,XBP1,ETV6,IKZF1,EBF1,NR3C1,MLLT10,RUNX1,CBFB,TBL1XR1,KMT2C,TSC22D1,FANK1,ARID2,ARID5B,AUTS2,UHRF1,KMT2A,MLLT3,ELF1,ZFHX3,CTBP2,PAX5,PBX1,STAG2,TP53
GO: Biological Process	GO:0045893	positive regulation of transcription, DNA-templated	 	4.679E-12	1.594E-8	3.187E-9	2.776E-8	34	1647	SOX5,MYCN,CDKN2B,TCF4,NCOA6,TCF3,ABL1,ERG,ATRX,RB1,XBP1,ETV6,IKZF1,EBF1,NR3C1,MLLT10,RUNX1,CBFB,TBL1XR1,KMT2C,TSC22D1,FANK1,ARID2,AUTS2,UHRF1,KMT2A,MLLT3,ELF1,ZFHX3,CTBP2,PAX5,PBX1,STAG2,TP53
GO: Biological Process	GO:0048699	generation of neurons	 	1.224E-10	4.170E-7	6.950E-8	6.054E-7	33	1752	SOX5,MYCN,TCF4,TCF3,ZNF536,ABL1,DSCAM,NDE1,RB1,KDM4C,HCN1,XBP1,NCAM2,IKZF1,NR3C1,RUNX1,MAGI2,PTPN9,NRXN3,DST,PTPRD,NRXN1,HECW2,CNTNAP2,AUTS2,DLG2,ZFHX3,PAX5,PRKG1,DMD,PBX1,TP53,EPHA3
GO: Biological Process	GO:0022008	neurogenesis	 	1.441E-10	4.907E-7	7.011E-8	6.107E-7	34	1867	SOX5,MYCN,TCF4,TCF3,ZNF536,ABL1,DSCAM,NDE1,RB1,KDM4C,HCN1,XBP1,ETV6,NCAM2,IKZF1,NR3C1,RUNX1,MAGI2,PTPN9,NRXN3,DST,PTPRD,NRXN1,HECW2,CNTNAP2,AUTS2,DLG2,ZFHX3,PAX5,PRKG1,DMD,PBX1,TP53,EPHA3
GO: Biological Process	GO:0030182	neuron differentiation	 	1.916E-10	6.526E-7	8.157E-8	7.105E-7	31	1579	SOX5,MYCN,TCF4,TCF3,ZNF536,ABL1,DSCAM,RB1,KDM4C,HCN1,XBP1,NCAM2,IKZF1,NR3C1,RUNX1,MAGI2,PTPN9,NRXN3,DST,PTPRD,NRXN1,HECW2,CNTNAP2,AUTS2,DLG2,ZFHX3,PAX5,PRKG1,DMD,PBX1,EPHA3
GO: Biological Process	GO:0051276	chromosome organization	 	2.042E-8	6.955E-5	7.728E-6	6.732E-5	25	1287	CDKN2A,RAG1,RAG2,NCOA6,TCF3,ABL1,ATRX,RB1,KDM4C,NUP98,XBP1,IKZF1,NR3C1,WRAP53,TBL1XR1,DDX1,KMT2C,HECW2,ARID2,AUTS2,UHRF1,KMT2A,PAX5,STAG2,TP53
GO: Biological Process	GO:0051094	positive regulation of developmental process	 	3.526E-8	1.201E-4	1.201E-5	1.046E-4	28	1633	MKKS,SOX5,CDKN2A,RAG1,RAG2,TCF4,TSHZ3,TCF3,ABL1,TOX,DSCAM,RB1,KDM4C,XBP1,IKZF1,LINGO2,NR3C1,RUNX1,CBFB,DOCK5,MAGI2,PTPRD,NRXN1,BTG1,ZFHX3,DMD,TP53,EPHA3
GO: Biological Process	GO:0006325	chromatin organization	 	1.356E-7	4.619E-4	4.199E-5	3.658E-4	19	841	CDKN2A,RAG1,RAG2,NCOA6,TCF3,ATRX,RB1,KDM4C,XBP1,IKZF1,NR3C1,TBL1XR1,KMT2C,ARID2,AUTS2,UHRF1,KMT2A,PAX5,TP53
GO: Biological Process	GO:0045597	positive regulation of cell differentiation	 	3.282E-7	1.118E-3	9.315E-5	8.114E-4	22	1177	SOX5,RAG1,TCF4,TSHZ3,TCF3,ABL1,TOX,DSCAM,RB1,KDM4C,XBP1,IKZF1,NR3C1,RUNX1,CBFB,DOCK5,MAGI2,PTPRD,BTG1,ZFHX3,DMD,EPHA3
GO: Biological Process	GO:0007155	cell adhesion	 	4.343E-7	1.479E-3	1.138E-4	9.911E-4	25	1509	CDKN2A,RAG1,ABL1,DSCAM,XBP1,NCAM2,IKZF1,BTLA,RUNX1,CBFB,BCR,PTPRT,DOCK5,MAGI2,NRXN3,DST,PTPRD,NRXN1,CNTNAP2,DLG2,ZFHX3,PRKG1,DMD,CD200,EPHA3
GO: Biological Process	GO:0022610	biological adhesion	 	4.735E-7	1.613E-3	1.152E-4	1.003E-3	25	1516	CDKN2A,RAG1,ABL1,DSCAM,XBP1,NCAM2,IKZF1,BTLA,RUNX1,CBFB,BCR,PTPRT,DOCK5,MAGI2,NRXN3,DST,PTPRD,NRXN1,CNTNAP2,DLG2,ZFHX3,PRKG1,DMD,CD200,EPHA3
GO: Biological Process	GO:0008213	protein alkylation	 	1.350E-6	4.599E-3	2.714E-4	2.364E-3	9	197	NCOA6,ATRX,KDM4C,XBP1,KMT2C,BTG1,AUTS2,KMT2A,PAX5
GO: Biological Process	GO:0006479	protein methylation	 	1.350E-6	4.599E-3	2.714E-4	2.364E-3	9	197	NCOA6,ATRX,KDM4C,XBP1,KMT2C,BTG1,AUTS2,KMT2A,PAX5
GO: Biological Process	GO:0045664	regulation of neuron differentiation	 	1.354E-6	4.613E-3	2.714E-4	2.364E-3	17	792	SOX5,MYCN,TCF4,TCF3,ZNF536,ABL1,DSCAM,KDM4C,NR3C1,MAGI2,PTPN9,PTPRD,HECW2,ZFHX3,DMD,PBX1,EPHA3
GO: Biological Process	GO:0051960	regulation of nervous system development	 	1.590E-6	5.414E-3	3.008E-4	2.620E-3	20	1088	SOX5,MYCN,TCF4,TCF3,ZNF536,ABL1,DSCAM,KDM4C,LINGO2,NR3C1,MAGI2,PTPN9,PTPRD,NRXN1,HECW2,ZFHX3,DMD,PBX1,TP53,EPHA3
GO: Biological Process	GO:0016571	histone methylation	 	2.060E-6	7.015E-3	3.441E-4	2.998E-3	8	154	NCOA6,ATRX,KDM4C,XBP1,KMT2C,AUTS2,KMT2A,PAX5
GO: Biological Process	GO:0098609	cell-cell adhesion	 	2.078E-6	7.077E-3	3.441E-4	2.998E-3	18	911	RAG1,ABL1,DSCAM,XBP1,NCAM2,IKZF1,BTLA,RUNX1,CBFB,PTPRT,MAGI2,NRXN3,PTPRD,NRXN1,DLG2,PRKG1,CD200,EPHA3
GO: Biological Process	GO:0045892	negative regulation of transcription, DNA-templated	 	2.122E-6	7.227E-3	3.441E-4	2.998E-3	22	1316	SOX5,CDKN2A,TCF4,TSHZ3,TCF3,ZNF536,ATRX,RB1,XBP1,ETV6,IKZF1,NR3C1,RUNX1,RUNX1T1,CBFB,TBL1XR1,ARID5B,UHRF1,ZFHX3,CTBP2,PAX5,TP53
GO: Biological Process	GO:0030097	hemopoiesis	 	2.413E-6	8.220E-3	3.736E-4	3.254E-3	19	1018	CDKN2B,RAG1,RAG2,NCOA6,TCF3,VPREB1,ABL1,TOX,RB1,XBP1,ETV6,IKZF1,RUNX1,CBFB,BCR,KMT2C,KMT2A,PBX1,TP53
GO: Biological Process	GO:0016570	histone modification	 	2.818E-6	9.599E-3	4.173E-4	3.635E-3	13	491	RAG1,NCOA6,TCF3,ATRX,KDM4C,XBP1,TBL1XR1,KMT2C,AUTS2,UHRF1,KMT2A,PAX5,TP53
GO: Biological Process	GO:0060284	regulation of cell development	 	2.949E-6	1.004E-2	4.185E-4	3.646E-3	20	1133	SOX5,MYCN,TCF4,TCF3,ZNF536,ABL1,DSCAM,KDM4C,NR3C1,RUNX1,DOCK5,MAGI2,PTPN9,PTPRD,HECW2,ZFHX3,DMD,PBX1,TP53,EPHA3
GO: Biological Process	GO:0002326	B cell lineage commitment	 	3.131E-6	1.066E-2	4.265E-4	3.715E-3	3	6	RAG2,TCF3,TP53
GO: Biological Process	GO:0045934	negative regulation of nucleobase-containing compound metabolic process	 	3.315E-6	1.129E-2	4.343E-4	3.783E-3	24	1573	SOX5,CDKN2A,TCF4,TSHZ3,TCF3,ZNF536,ATRX,RB1,XBP1,ETV6,IKZF1,NR3C1,RUNX1,RUNX1T1,CBFB,TBL1XR1,NBAS,ARID5B,UHRF1,KMT2A,ZFHX3,CTBP2,PAX5,TP53
GO: Biological Process	GO:0051253	negative regulation of RNA metabolic process	 	3.526E-6	1.201E-2	4.448E-4	3.875E-3	23	1467	SOX5,CDKN2A,TCF4,TSHZ3,TCF3,ZNF536,ATRX,RB1,XBP1,ETV6,IKZF1,NR3C1,RUNX1,RUNX1T1,CBFB,TBL1XR1,NBAS,ARID5B,UHRF1,ZFHX3,CTBP2,PAX5,TP53
GO: Biological Process	GO:1903507	negative regulation of nucleic acid-templated transcription	 	4.080E-6	1.390E-2	4.839E-4	4.215E-3	22	1370	SOX5,CDKN2A,TCF4,TSHZ3,TCF3,ZNF536,ATRX,RB1,XBP1,ETV6,IKZF1,NR3C1,RUNX1,RUNX1T1,CBFB,TBL1XR1,ARID5B,UHRF1,ZFHX3,CTBP2,PAX5,TP53
GO: Biological Process	GO:1902679	negative regulation of RNA biosynthetic process	 	4.177E-6	1.423E-2	4.839E-4	4.215E-3	22	1372	SOX5,CDKN2A,TCF4,TSHZ3,TCF3,ZNF536,ATRX,RB1,XBP1,ETV6,IKZF1,NR3C1,RUNX1,RUNX1T1,CBFB,TBL1XR1,ARID5B,UHRF1,ZFHX3,CTBP2,PAX5,TP53
GO: Biological Process	GO:0016569	covalent chromatin modification	 	4.447E-6	1.515E-2	4.839E-4	4.215E-3	13	512	RAG1,NCOA6,TCF3,ATRX,KDM4C,XBP1,TBL1XR1,KMT2C,AUTS2,UHRF1,KMT2A,PAX5,TP53
GO: Biological Process	GO:0031060	regulation of histone methylation	 	4.646E-6	1.582E-2	4.839E-4	4.215E-3	6	79	ATRX,KDM4C,XBP1,AUTS2,KMT2A,PAX5
GO: Biological Process	GO:0048534	hematopoietic or lymphoid organ development	 	4.649E-6	1.583E-2	4.839E-4	4.215E-3	19	1065	CDKN2B,RAG1,RAG2,NCOA6,TCF3,VPREB1,ABL1,TOX,RB1,XBP1,ETV6,IKZF1,RUNX1,CBFB,BCR,KMT2C,KMT2A,PBX1,TP53
GO: Biological Process	GO:0071625	vocalization behavior	 	4.689E-6	1.597E-2	4.839E-4	4.215E-3	4	21	NRXN3,NRXN1,CNTNAP2,AUTS2
GO: Biological Process	GO:0050767	regulation of neurogenesis	 	5.134E-6	1.749E-2	5.143E-4	4.480E-3	18	972	SOX5,MYCN,TCF4,TCF3,ZNF536,ABL1,DSCAM,KDM4C,NR3C1,MAGI2,PTPN9,PTPRD,HECW2,ZFHX3,DMD,PBX1,TP53,EPHA3
GO: Biological Process	GO:0040007	growth	 	5.571E-6	1.898E-2	5.161E-4	4.495E-3	20	1182	MKKS,CDKN2A,RAG2,BNC2,ABL1,ATRX,DSCAM,RB1,XBP1,IKZF1,NR3C1,TBL1XR1,MAGI2,KMT2C,ARID2,BTG1,ARID5B,AUTS2,PRKG1,TP53
GO: Biological Process	GO:0034968	histone lysine methylation	 	5.606E-6	1.909E-2	5.161E-4	4.495E-3	7	125	NCOA6,ATRX,KDM4C,KMT2C,AUTS2,KMT2A,PAX5
GO: Biological Process	GO:2000736	regulation of stem cell differentiation	 	5.606E-6	1.909E-2	5.161E-4	4.495E-3	7	125	SOX5,TCF3,ABL1,KDM4C,RUNX1,CBFB,KMT2A
GO: Biological Process	GO:0048666	neuron development	 	6.266E-6	2.134E-2	5.616E-4	4.892E-3	21	1298	ABL1,DSCAM,RB1,HCN1,XBP1,NCAM2,NR3C1,RUNX1,MAGI2,PTPN9,NRXN3,DST,PTPRD,NRXN1,HECW2,CNTNAP2,AUTS2,DLG2,PRKG1,DMD,EPHA3
GO: Biological Process	GO:0060218	hematopoietic stem cell differentiation	 	6.645E-6	2.263E-2	5.803E-4	5.055E-3	6	84	TCF3,ABL1,RUNX1,CBFB,KMT2A,TP53
GO: Biological Process	GO:0048589	developmental growth	 	9.859E-6	3.358E-2	8.395E-4	7.312E-3	16	822	MKKS,RAG2,BNC2,ABL1,ATRX,DSCAM,IKZF1,NR3C1,TBL1XR1,MAGI2,KMT2C,ARID2,ARID5B,AUTS2,PRKG1,TP53
GO: Biological Process	GO:0002520	immune system development	 	1.042E-5	3.550E-2	8.658E-4	7.542E-3	19	1127	CDKN2B,RAG1,RAG2,NCOA6,TCF3,VPREB1,ABL1,TOX,RB1,XBP1,ETV6,IKZF1,RUNX1,CBFB,BCR,KMT2C,KMT2A,PBX1,TP53
GO: Biological Process	GO:0009887	animal organ morphogenesis	 	1.144E-5	3.896E-2	8.937E-4	7.785E-3	20	1241	MKKS,MYCN,TSHZ3,ABL1,ERG,DSCAM,HCN1,XBP1,IKZF1,NR3C1,GPC6,BCR,PRKRA,MAGI2,ARID2,ARID5B,MLLT3,PAX5,PBX1,TP53
GO: Biological Process	GO:0060216	definitive hemopoiesis	 	1.147E-5	3.906E-2	8.937E-4	7.785E-3	4	26	RUNX1,CBFB,BCR,KMT2A
GO: Biological Process	GO:0000122	negative regulation of transcription by RNA polymerase II	 	1.164E-5	3.965E-2	8.937E-4	7.785E-3	17	931	TCF4,TCF3,ZNF536,ATRX,RB1,XBP1,ETV6,IKZF1,NR3C1,RUNX1,CBFB,TBL1XR1,ARID5B,UHRF1,ZFHX3,PAX5,TP53
GO: Biological Process	GO:0018022	peptidyl-lysine methylation	 	1.181E-5	4.022E-2	8.937E-4	7.785E-3	7	140	NCOA6,ATRX,KDM4C,KMT2C,AUTS2,KMT2A,PAX5
GO: Biological Process	GO:0009790	embryo development	 	1.478E-5	5.033E-2	1.094E-3	9.531E-3	20	1263	MKKS,SOX5,MYCN,NCOA6,TSHZ3,TCF3,ABL1,KDM4C,MATR3,RUNX1,BCR,TBL1XR1,LRP1B,PRKRA,LPAR6,ARID2,KMT2A,PAX5,PBX1,TP53
