Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
Disease	20090712:Shete	Glioma	GWAS	3.498E-6	8.022E-3	1.146E-3	9.529E-3	3	6	CDKN2A,CDKN2B,TERT
Disease	20090507:Takeuchi	Type 2 diabetes	GWAS	9.715E-6	2.228E-2	2.784E-3	2.315E-2	3	8	CDKN2A,CDKN2B,CDKAL1
Disease	20081125:Saxena	Type 2 diabetes	GWAS	1.451E-5	3.328E-2	3.697E-3	3.074E-2	3	9	CDKN2A,CDKN2B,CDKAL1
Disease	20081125:Scott	Type 2 diabetes	GWAS	2.065E-5	4.734E-2	4.734E-3	3.937E-2	3	10	CDKN2A,CDKN2B,CDKAL1
Disease	C2931860	Monosomy 5p	DisGeNET Curated	3.206E-5	7.352E-2	5.655E-3	4.702E-2	2	2	SEMA5A,CTNND2
Disease	C1864887	Cortical Dysplasia-Focal Epilepsy Syndrome	DisGeNET Curated	3.206E-5	7.352E-2	5.655E-3	4.702E-2	2	2	NRXN1,CNTNAP2
Disease	20081125:Helgadottir	Myocardial infarction	GWAS	3.206E-5	7.352E-2	5.655E-3	4.702E-2	2	2	CDKN2A,CDKN2B
Disease	C0026106	Mild Mental Retardation	DisGeNET Curated	5.105E-5	1.171E-1	8.361E-3	6.952E-2	6	116	ATRX,TRIO,SHANK2,CTNND2,CAMTA1,EP300
Disease	C4021976	Abnormality of the lymphatic system	DisGeNET Curated	6.160E-5	1.413E-1	9.417E-3	7.830E-2	3	14	CDKN2A,CDKN2B,TERT
Disease	C0678230	Congenital Epicanthus	DisGeNET Curated	7.346E-5	1.685E-1	9.769E-3	8.123E-2	7	180	MYCN,ATRX,SEMA5A,EFTUD2,NBAS,CTNND2,EP300
Disease	C1835047	MELANOMA, CUTANEOUS MALIGNANT, 1	DisGeNET Curated	7.669E-5	1.758E-1	9.769E-3	8.123E-2	3	15	CDKN2A,CDKN2B,TERT
Disease	C0795839	Chromosome 10, monosomy 10q	DisGeNET BeFree	7.669E-5	1.758E-1	9.769E-3	8.123E-2	3	15	MYCN,CDKN2A,TERT
Disease	C0010606	Adenoid Cystic Carcinoma	DisGeNET Curated	9.026E-5	2.070E-1	1.041E-2	8.652E-2	7	186	MYCN,FOXO3,CDKN2A,ATRX,MAGI2,MAML3,EP300
Disease	C1301363	Blastic plasmacytoid dendritic cell neoplasm	DisGeNET BeFree	9.400E-5	2.155E-1	1.041E-2	8.652E-2	3	16	CDKN2A,CDKN2B,ALK
Disease	C0234861	Cri du chat	DisGeNET Curated	9.530E-5	2.185E-1	1.041E-2	8.652E-2	2	3	SEMA5A,CTNND2
Disease	C1535926	Neurodevelopmental Disorders	DisGeNET Curated	1.048E-4	2.402E-1	1.092E-2	9.078E-2	6	132	SLC6A3,SHANK2,NRXN1,RBFOX1,CNTNAP2,DLG2
Disease	C0027766	Nervous System Neoplasms	DisGeNET Curated	1.110E-4	2.545E-1	1.107E-2	9.201E-2	4	44	MYCN,CDKN2A,TERT,ALK
Disease	C0023448	Lymphoid leukemia	DisGeNET Curated	1.212E-4	2.779E-1	1.158E-2	9.630E-2	7	195	MYCN,FOXO3,CDKN2A,CDKN2B,TERT,CLPTM1L,ALK
Disease	C0041696	Unipolar Depression	DisGeNET Curated	1.281E-4	2.938E-1	1.175E-2	9.771E-2	10	418	CDKN2A,APAF1,GRM8,TERT,SLC6A3,SLIT3,CNTNAP2,DLG2,LSAMP,CTNND2
Disease	C0024228	Lymphatic Diseases	DisGeNET Curated	1.358E-4	3.115E-1	1.198E-2	9.962E-2	3	18	CDKN2A,CDKN2B,TERT
Disease	C0686377	CNS metastases	DisGeNET BeFree	1.607E-4	3.684E-1	1.361E-2	1.131E-1	3	19	MYCN,TERT,ALK
Disease	C0040517	Gilles de la Tourette syndrome	DisGeNET Curated	1.673E-4	3.836E-1	1.361E-2	1.131E-1	5	91	DPP6,SLC6A3,NRXN1,CNTNAP2,IMMP2L
Disease	C0334579	Anaplastic astrocytoma	DisGeNET Curated	1.753E-4	4.021E-1	1.361E-2	1.131E-1	6	145	MYCN,CDKN2A,CDKN2B,ATRX,TERT,TSC22D1
Disease	C1845055	ALPHA-THALASSEMIA/MENTAL RETARDATION SYNDROME, NONDELETION TYPE, X-LINKED	DisGeNET Curated	1.882E-4	4.316E-1	1.361E-2	1.131E-1	3	20	ATRX,TERT,ALK
Disease	C1970431	PITT-HOPKINS SYNDROME	DisGeNET Curated	1.899E-4	4.354E-1	1.361E-2	1.131E-1	2	4	NRXN1,CNTNAP2
Disease	C0221725	Obstruction of bronchus	DisGeNET BeFree	1.899E-4	4.354E-1	1.361E-2	1.131E-1	2	4	TERT,CLPTM1L
Disease	C0032227	Pleural effusion disorder	DisGeNET Curated	2.151E-4	4.931E-1	1.494E-2	1.243E-1	5	96	FOXO3,CDKN2A,TERT,CTNND2,ALK
Disease	C0149925	Small cell carcinoma of lung	DisGeNET Curated	2.509E-4	5.753E-1	1.647E-2	1.369E-1	12	637	MYCN,CDKN2A,CDKN2B,GRM8,TERT,PTPRD,RBMS3,CNTNAP2,ROBO1,ELAVL4,ALK,EP300
Disease	20081125:Zeggini	Type 2 diabetes	GWAS	2.522E-4	5.783E-1	1.647E-2	1.369E-1	3	22	CDKN2A,CDKN2B,CDKAL1
Disease	C0700095	Central neuroblastoma	DisGeNET BeFree	2.585E-4	5.928E-1	1.647E-2	1.369E-1	21	1631	MYCN,FOXO3,CDKN2A,CDKN2B,FOXR1,ANK2,ATRX,ASIC2,APAF1,CUL9,TERT,DDX1,SLC6A3,NBAS,PTPRD,RBMS3,MYCNOS,ELAVL4,ZFHX3,CAMTA1,ALK
Disease	C0424688	Small head	DisGeNET Curated	2.767E-4	6.344E-1	1.681E-2	1.398E-1	9	375	MYCN,DPP6,ATRX,SEMA5A,TERT,EFTUD2,AUTS2,CTNND2,EP300
Disease	C0036857	Severe mental retardation (I.Q. 20-34)	DisGeNET Curated	2.888E-4	6.622E-1	1.681E-2	1.398E-1	6	159	ATRX,SEMA5A,SHANK2,NRXN1,CNTNAP2,CTNND2
Disease	C0241577	Catecholamines urine increased	DisGeNET Curated	3.153E-4	7.230E-1	1.681E-2	1.398E-1	2	5	MYCN,ALK
Disease	C0268654	Iminoglycinuria	DisGeNET Curated	3.153E-4	7.230E-1	1.681E-2	1.398E-1	2	5	SLC6A18,SLC6A19
Disease	C1857482	Slender fingers	DisGeNET Curated	3.153E-4	7.230E-1	1.681E-2	1.398E-1	2	5	ATRX,EFTUD2
Disease	20081201:Bilguvar	Intracranial aneurysm	GWAS	3.153E-4	7.230E-1	1.681E-2	1.398E-1	2	5	CDKN2A,CDKN2B
Disease	C1335113	Opisthorchis Viverrini-Related Cholangiocarcinoma	DisGeNET BeFree	3.153E-4	7.230E-1	1.681E-2	1.398E-1	2	5	CDKN2A,CDKN2B
Disease	C0751396	Well Differentiated Oligodendroglioma	DisGeNET BeFree	3.522E-4	8.077E-1	1.836E-2	1.526E-1	6	165	CDKN2A,CDKN2B,ATRX,TERT,TSC22D1,CNTNAP2
Disease	C0028945	oligodendroglioma	DisGeNET Curated	3.878E-4	8.892E-1	1.976E-2	1.643E-1	6	168	CDKN2A,CDKN2B,ATRX,TERT,TSC22D1,CNTNAP2
Disease	C0027819	Neuroblastoma	DisGeNET Curated	4.158E-4	9.535E-1	2.073E-2	1.724E-1	21	1689	MYCN,FOXO3,CDKN2A,CDKN2B,FOXR1,ANK2,ATRX,ASIC2,APAF1,CUL9,TERT,DDX1,SLC6A3,NBAS,PTPRD,RBMS3,MYCNOS,ELAVL4,ZFHX3,CAMTA1,ALK
Disease	C0025362	Mental Retardation	DisGeNET Curated	4.469E-4	1.000E0	2.161E-2	1.797E-1	14	885	MYCN,DPP6,ATRX,SEMA5A,TERT,EFTUD2,PACS1,SHANK2,NRXN1,RBMS3,CNTNAP2,AUTS2,CTNND2,EP300
Disease	C0259785	Malignant Meningioma	DisGeNET BeFree	4.693E-4	1.000E0	2.161E-2	1.797E-1	3	27	CDKN2A,CDKN2B,TERT
Disease	20081125:WTCCC	Hypertension	GWAS	4.693E-4	1.000E0	2.161E-2	1.797E-1	3	27	CDKN2A,CDKN2B,CDKAL1
Disease	C1521897	Mature T ALL	DisGeNET BeFree	4.712E-4	1.000E0	2.161E-2	1.797E-1	2	6	CDKN2A,CDKN2B
Disease	C0008626	Congenital chromosomal disease	DisGeNET Curated	5.267E-4	1.000E0	2.368E-2	1.969E-1	10	499	MYCN,CDKN2A,CDKN2B,MBTD1,TERT,SLC25A3,PTPRD,NRXN1,LSAMP,ALK
Disease	C0236969	Substance-Related Disorders	DisGeNET Curated	5.369E-4	1.000E0	2.368E-2	1.969E-1	5	117	DDX1,AGBL4,PACS1,FRMD4A,MACROD2
Disease	C1269683	Major Depressive Disorder	DisGeNET Curated	5.779E-4	1.000E0	2.470E-2	2.053E-1	10	505	CDKN2A,APAF1,GRM8,TERT,SLC6A3,SLIT3,CNTNAP2,DLG2,LSAMP,CTNND2
Disease	C3714756	Intellectual Disability	DisGeNET Curated	5.816E-4	1.000E0	2.470E-2	2.053E-1	16	1131	MYCN,DPP6,ATRX,TRIO,SEMA5A,TERT,EFTUD2,PACS1,SHANK2,NRXN1,RBMS3,CNTNAP2,AUTS2,CTNND2,CAMTA1,EP300
Disease	C0751690	Malignant Peripheral Nerve Sheath Tumor	DisGeNET Curated	5.926E-4	1.000E0	2.470E-2	2.054E-1	6	182	MYCN,CDKN2A,CDKN2B,ATRX,TRIO,TERT
Disease	C0558356	Malignant melanoma of eye	DisGeNET BeFree	6.434E-4	1.000E0	2.512E-2	2.089E-1	3	30	CDKN2A,TERT,MAGI2
Disease	C0346053	Atypical fibroxanthoma of skin	DisGeNET BeFree	6.572E-4	1.000E0	2.512E-2	2.089E-1	2	7	CDKN2A,ALK
Disease	C0038874	Supratentorial Neoplasms	DisGeNET Curated	6.572E-4	1.000E0	2.512E-2	2.089E-1	2	7	CDKN2A,CDKN2B
Disease	C0349391	Apraxia, Verbal	DisGeNET Curated	6.572E-4	1.000E0	2.512E-2	2.089E-1	2	7	PACS1,CNTNAP2
Disease	C0334551	Myxoid chondrosarcoma	DisGeNET BeFree	6.572E-4	1.000E0	2.512E-2	2.089E-1	2	7	CDKN2A,CDKN2B
Disease	C2677869	Hair shaft abnormalities	DisGeNET Curated	7.094E-4	1.000E0	2.624E-2	2.182E-1	3	31	CDKN2A,CDKN2B,TERT
Disease	C0157733	hair abnormalities (non-specific)	DisGeNET Curated	7.094E-4	1.000E0	2.624E-2	2.182E-1	3	31	CDKN2A,CDKN2B,TERT
Disease	C1263846	Attention deficit hyperactivity disorder	DisGeNET Curated	7.376E-4	1.000E0	2.685E-2	2.232E-1	8	343	MYCN,DPP6,GRM8,SLC6A3,PTPRD,PTPRN2,CNTNAP2,AUTS2
Disease	C0241210	Speech Delay	DisGeNET Curated	8.074E-4	1.000E0	2.863E-2	2.381E-1	5	128	EFTUD2,NRXN1,CNTNAP2,CAMTA1,EP300
Disease	C0338656	Impaired cognition	DisGeNET Curated	8.116E-4	1.000E0	2.863E-2	2.381E-1	11	625	VSNL1,EFTUD2,SLC6A3,MAGI2,SHANK2,AARS2,RBMS3,CNTNAP2,KCNS3,CTNND2,EP300
Disease	C0016689	Freckles	DisGeNET Curated	8.540E-4	1.000E0	2.901E-2	2.413E-1	3	33	CDKN2A,CDKN2B,TERT
Disease	C0553580	Ewings sarcoma	DisGeNET Curated	8.725E-4	1.000E0	2.901E-2	2.413E-1	8	352	MYCN,CDKN2A,CDKN2B,TERT,PTPRD,RBMS3,ALK,MAML3
Disease	C0334538	Epithelioid hemangioendothelioma, malignant	DisGeNET BeFree	8.731E-4	1.000E0	2.901E-2	2.413E-1	2	8	ATRX,CAMTA1
Disease	C0279682	Bladder Adenocarcinoma	DisGeNET BeFree	8.731E-4	1.000E0	2.901E-2	2.413E-1	2	8	CDKN2A,ALK
Disease	C3536893	Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor	DisGeNET BeFree	9.135E-4	1.000E0	2.992E-2	2.488E-1	4	76	MYCN,CDKN2A,RBMS3,ALK
Disease	C4054727	Infant Acute Lymphoblastic Leukemia	DisGeNET BeFree	9.328E-4	1.000E0	3.013E-2	2.505E-1	3	34	CDKN2A,CDKN2B,TERT
Disease	C0027960	Nevus	DisGeNET Curated	1.007E-3	1.000E0	3.207E-2	2.667E-1	4	78	CDKN2A,CDKN2B,TERT,ALK
Disease	C1858539	Shawl scrotum	DisGeNET Curated	1.118E-3	1.000E0	3.466E-2	2.882E-1	2	9	ATRX,EP300
Disease	C1835042	Melanoma astrocytoma syndrome	DisGeNET Curated	1.118E-3	1.000E0	3.466E-2	2.882E-1	2	9	CDKN2A,CDKN2B
Disease	C1512419	Hereditary Melanoma	DisGeNET Curated	1.196E-3	1.000E0	3.658E-2	3.042E-1	3	37	CDKN2A,CDKN2B,TERT
Disease	C0030422	Extra-Adrenal Paraganglioma	DisGeNET BeFree	1.393E-3	1.000E0	4.132E-2	3.436E-1	2	10	CDKN2A,TERT
Disease	20081125:Kiel	Hip geometry	GWAS	1.393E-3	1.000E0	4.132E-2	3.436E-1	2	10	RBMS3,CNTNAP2
Disease	C0005699	Blast Phase	DisGeNET Curated	1.405E-3	1.000E0	4.132E-2	3.436E-1	6	215	FOXO3,CDKN2A,CDKN2B,APAF1,SLC25A3,EP300
Disease	C0023015	Language Disorders	DisGeNET Curated	1.615E-3	1.000E0	4.687E-2	3.897E-1	3	41	SHANK2,CNTNAP2,ROBO1
Disease	C0241442	Protrusion of tongue	DisGeNET Curated	1.696E-3	1.000E0	4.785E-2	3.979E-1	2	11	ATRX,NRXN1
