Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
GO: Molecular Function	GO:0000978	RNA polymerase II proximal promoter sequence-specific DNA binding	 	8.275E-5	2.698E-2	2.248E-3	1.431E-2	9	580	DACH1,ETV6,ELF1,CHD2,PAX5,EBF1,RUNX1,PBX1,MEF2C
GO: Molecular Function	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	 	1.170E-4	3.815E-2	2.934E-3	1.868E-2	15	1614	JARID2,BNC2,DACH1,ZNF521,ETV6,MLLT3,ELF1,NR3C2,PAX5,EBF1,RUNX1,PBX1,PBX3,ZEB2,MEF2C
GO: Molecular Function	GO:0098919	structural constituent of postsynaptic density	 	3.508E-4	1.144E-1	8.169E-3	5.200E-2	2	9	MAGI2,DLG2
GO: Molecular Function	GO:0004972	NMDA glutamate receptor activity	 	4.176E-4	1.361E-1	8.917E-3	5.676E-2	3	46	NRXN1,DLG2,MEF2C
GO: Molecular Function	GO:0098879	structural constituent of postsynaptic specialization	 	4.376E-4	1.427E-1	8.917E-3	5.676E-2	2	10	MAGI2,DLG2
GO: Molecular Function	GO:0004970	ionotropic glutamate receptor activity	 	1.808E-3	5.893E-1	3.467E-2	2.207E-1	3	76	NRXN1,DLG2,MEF2C
GO: Molecular Function	GO:0008324	cation transmembrane transporter activity	 	1.973E-3	6.433E-1	3.574E-2	2.275E-1	9	898	NRXN1,HECW2,DLG2,KCNIP4,PRKG1,DMD,ATP2B1,MEF2C,SLC25A45
GO: Molecular Function	GO:0008066	glutamate receptor activity	 	2.407E-3	7.845E-1	4.129E-2	2.628E-1	3	84	NRXN1,DLG2,MEF2C
GO: Molecular Function	GO:0005244	voltage-gated ion channel activity	 	2.751E-3	8.967E-1	4.331E-2	2.757E-1	5	304	NRXN1,DLG2,KCNIP4,DMD,MEF2C
GO: Molecular Function	GO:0022832	voltage-gated channel activity	 	2.790E-3	9.095E-1	4.331E-2	2.757E-1	5	305	NRXN1,DLG2,KCNIP4,DMD,MEF2C
GO: Molecular Function	GO:0016595	glutamate binding	 	3.115E-3	1.000E0	4.507E-2	2.869E-1	3	92	NRXN1,DLG2,MEF2C
GO: Molecular Function	GO:0017061	S-methyl-5-thioadenosine phosphorylase activity	 	3.180E-3	1.000E0	4.507E-2	2.869E-1	1	1	MTAP
GO: Molecular Function	GO:0032452	histone demethylase activity	 	3.798E-3	1.000E0	4.729E-2	3.010E-1	2	29	JARID2,JMJD1C
GO: Molecular Function	GO:0099094	ligand-gated cation channel activity	 	3.857E-3	1.000E0	4.729E-2	3.010E-1	4	202	NRXN1,DLG2,DMD,MEF2C
GO: Molecular Function	GO:0022839	ion gated channel activity	 	3.986E-3	1.000E0	4.729E-2	3.010E-1	6	478	NRXN1,DLG2,KCNIP4,PRKG1,DMD,MEF2C
GO: Molecular Function	GO:0004971	AMPA glutamate receptor activity	 	4.061E-3	1.000E0	4.729E-2	3.010E-1	2	30	NRXN1,MEF2C
GO: Molecular Function	GO:0098918	structural constituent of synapse	 	4.061E-3	1.000E0	4.729E-2	3.010E-1	2	30	MAGI2,DLG2
GO: Biological Process	GO:0030182	neuron differentiation	 	1.352E-8	3.318E-5	3.318E-5	2.782E-4	20	1579	MAGI2,NF1,PTPRD,NRXN1,DSCAM,RB1,HECW2,CNTNAP2,CD44,ZNF521,AUTS2,DLG2,PAX5,PRKG1,DMD,RUNX1,PBX1,PBX3,ZEB2,MEF2C
GO: Biological Process	GO:0022008	neurogenesis	 	4.145E-8	1.017E-4	5.086E-5	4.264E-4	21	1867	MAGI2,NF1,PTPRD,NRXN1,DSCAM,RB1,HECW2,CNTNAP2,CD44,ZNF521,AUTS2,ETV6,DLG2,PAX5,PRKG1,DMD,RUNX1,PBX1,PBX3,ZEB2,MEF2C
GO: Biological Process	GO:0048699	generation of neurons	 	7.697E-8	1.889E-4	6.296E-5	5.278E-4	20	1752	MAGI2,NF1,PTPRD,NRXN1,DSCAM,RB1,HECW2,CNTNAP2,CD44,ZNF521,AUTS2,DLG2,PAX5,PRKG1,DMD,RUNX1,PBX1,PBX3,ZEB2,MEF2C
GO: Biological Process	GO:0007519	skeletal muscle tissue development	 	1.249E-7	3.065E-4	6.879E-5	5.767E-4	8	198	FLNB,NF1,RB1,MBNL1,RBFOX1,PAX5,DMD,MEF2C
GO: Biological Process	GO:0048666	neuron development	 	1.402E-7	3.440E-4	6.879E-5	5.767E-4	17	1298	MAGI2,NF1,PTPRD,NRXN1,DSCAM,RB1,HECW2,CNTNAP2,CD44,AUTS2,DLG2,PRKG1,DMD,RUNX1,PBX3,ZEB2,MEF2C
GO: Biological Process	GO:0060538	skeletal muscle organ development	 	1.891E-7	4.640E-4	7.733E-5	6.483E-4	8	209	FLNB,NF1,RB1,MBNL1,RBFOX1,PAX5,DMD,MEF2C
GO: Biological Process	GO:0014706	striated muscle tissue development	 	1.197E-6	2.938E-3	4.198E-4	3.519E-3	10	472	JARID2,FLNB,NF1,RB1,MBNL1,RBFOX1,PAX5,PRKG1,DMD,MEF2C
GO: Biological Process	GO:0007517	muscle organ development	 	1.393E-6	3.419E-3	4.273E-4	3.582E-3	10	480	JARID2,FLNB,NF1,RB1,MBNL1,RBFOX1,CHD2,PAX5,DMD,MEF2C
GO: Biological Process	GO:0060537	muscle tissue development	 	1.803E-6	4.426E-3	4.917E-4	4.122E-3	10	494	JARID2,FLNB,NF1,RB1,MBNL1,RBFOX1,PAX5,PRKG1,DMD,MEF2C
GO: Biological Process	GO:0098597	observational learning	 	2.083E-6	5.112E-3	5.112E-4	4.286E-3	3	9	NF1,NRXN1,CNTNAP2
GO: Biological Process	GO:0031175	neuron projection development	 	5.336E-6	1.309E-2	1.190E-3	9.979E-3	14	1151	MAGI2,NF1,PTPRD,NRXN1,DSCAM,RB1,HECW2,CNTNAP2,CD44,AUTS2,PRKG1,DMD,ZEB2,MEF2C
GO: Biological Process	GO:0097106	postsynaptic density organization	 	8.828E-6	2.166E-2	1.805E-3	1.513E-2	4	44	MAGI2,PTPRD,NRXN1,DLG2
GO: Biological Process	GO:0099084	postsynaptic specialization organization	 	1.478E-5	3.627E-2	2.790E-3	2.339E-2	4	50	MAGI2,PTPRD,NRXN1,DLG2
GO: Biological Process	GO:0061061	muscle structure development	 	1.653E-5	4.057E-2	2.898E-3	2.429E-2	11	780	JARID2,FLNB,NF1,RB1,MBNL1,RBFOX1,CHD2,PAX5,PRKG1,DMD,MEF2C
GO: Biological Process	GO:0120035	regulation of plasma membrane bounded cell projection organization	 	2.684E-5	6.588E-2	4.153E-3	3.481E-2	11	822	MAGI2,NF1,PTPRD,NRXN1,DSCAM,HECW2,CD44,AUTS2,DMD,ZEB2,MEF2C
GO: Biological Process	GO:0042551	neuron maturation	 	2.863E-5	7.025E-2	4.153E-3	3.481E-2	4	59	NRXN1,RB1,CNTNAP2,DLG2
GO: Biological Process	GO:0031344	regulation of cell projection organization	 	3.000E-5	7.361E-2	4.153E-3	3.481E-2	11	832	MAGI2,NF1,PTPRD,NRXN1,DSCAM,HECW2,CD44,AUTS2,DMD,ZEB2,MEF2C
GO: Biological Process	GO:0007416	synapse assembly	 	3.095E-5	7.596E-2	4.153E-3	3.481E-2	6	203	MAGI2,PTPRD,NRXN1,DSCAM,LINGO2,MEF2C
GO: Biological Process	GO:0071625	vocalization behavior	 	3.216E-5	7.891E-2	4.153E-3	3.481E-2	3	21	NRXN1,CNTNAP2,AUTS2
GO: Biological Process	GO:0044057	regulation of system process	 	5.187E-5	1.273E-1	6.093E-3	5.108E-2	10	727	JARID2,NRXN1,CELF2,KCNIP4,PRKG1,DMD,RUNX1,PBX3,ATP2B1,MEF2C
GO: Biological Process	GO:0097118	neuroligin clustering involved in postsynaptic membrane assembly	 	5.214E-5	1.280E-1	6.093E-3	5.108E-2	2	4	MAGI2,NRXN1
GO: Biological Process	GO:0007610	behavior	 	5.950E-5	1.460E-1	6.637E-3	5.564E-2	10	739	NF1,NRXN1,DSCAM,CNTNAP2,DACH1,AUTS2,PAX5,RUNX1,PBX3,MEF2C
GO: Biological Process	GO:0050855	regulation of B cell receptor signaling pathway	 	8.686E-5	2.131E-1	9.244E-3	7.749E-2	3	29	ELF1,PAX5,RUNX1
GO: Biological Process	GO:0031060	regulation of histone methylation	 	9.040E-5	2.219E-1	9.244E-3	7.749E-2	4	79	JARID2,AUTS2,PAX5,KMT2E
GO: Biological Process	GO:0035914	skeletal muscle cell differentiation	 	9.966E-5	2.446E-1	9.783E-3	8.201E-2	4	81	RB1,RBFOX1,PAX5,MEF2C
GO: Biological Process	GO:0099560	synaptic membrane adhesion	 	1.064E-4	2.611E-1	1.004E-2	8.418E-2	3	31	MAGI2,PTPRD,NRXN1
GO: Biological Process	GO:0051962	positive regulation of nervous system development	 	1.431E-4	3.511E-1	1.300E-2	1.090E-1	9	664	MAGI2,NF1,PTPRD,NRXN1,DSCAM,LINGO2,DMD,ZEB2,MEF2C
GO: Biological Process	GO:0000902	cell morphogenesis	 	1.563E-4	3.836E-1	1.370E-2	1.148E-1	12	1179	FLNB,PTPRD,NRXN1,DSCAM,RB1,HECW2,CNTNAP2,CD44,AUTS2,JMJD1C,ZEB2,MEF2C
GO: Biological Process	GO:1904062	regulation of cation transmembrane transport	 	1.642E-4	4.030E-1	1.390E-2	1.165E-1	7	394	NRXN1,HECW2,DLG2,KCNIP4,PRKG1,DMD,MEF2C
GO: Biological Process	GO:0042297	vocal learning	 	1.814E-4	4.453E-1	1.436E-2	1.204E-1	2	7	NRXN1,CNTNAP2
GO: Biological Process	GO:0098596	imitative learning	 	1.814E-4	4.453E-1	1.436E-2	1.204E-1	2	7	NRXN1,CNTNAP2
GO: Biological Process	GO:0048863	stem cell differentiation	 	1.895E-4	4.650E-1	1.453E-2	1.218E-1	6	282	JARID2,CHD2,LTBP3,RUNX1,ZEB2,MEF2C
GO: Biological Process	GO:0099068	postsynapse assembly	 	2.294E-4	5.631E-1	1.685E-2	1.413E-1	3	40	MAGI2,PTPRD,NRXN1
GO: Biological Process	GO:0000904	cell morphogenesis involved in differentiation	 	2.335E-4	5.731E-1	1.685E-2	1.413E-1	10	873	FLNB,PTPRD,NRXN1,DSCAM,RB1,HECW2,AUTS2,JMJD1C,ZEB2,MEF2C
GO: Biological Process	GO:0032412	regulation of ion transmembrane transporter activity	 	2.460E-4	6.037E-1	1.725E-2	1.446E-1	6	296	NRXN1,HECW2,DLG2,PRKG1,DMD,MEF2C
GO: Biological Process	GO:0022898	regulation of transmembrane transporter activity	 	2.838E-4	6.965E-1	1.889E-2	1.583E-1	6	304	NRXN1,HECW2,DLG2,PRKG1,DMD,MEF2C
GO: Biological Process	GO:2000310	regulation of NMDA receptor activity	 	2.848E-4	6.988E-1	1.889E-2	1.583E-1	3	43	NRXN1,DLG2,MEF2C
GO: Biological Process	GO:0033034	positive regulation of myeloid cell apoptotic process	 	3.099E-4	7.604E-1	2.001E-2	1.677E-1	2	9	CD44,MEF2C
GO: Biological Process	GO:0051960	regulation of nervous system development	 	3.241E-4	7.953E-1	2.020E-2	1.693E-1	11	1088	MAGI2,NF1,PTPRD,NRXN1,DSCAM,HECW2,LINGO2,DMD,PBX1,ZEB2,MEF2C
GO: Biological Process	GO:0071695	anatomical structure maturation	 	3.292E-4	8.078E-1	2.020E-2	1.693E-1	5	201	NF1,NRXN1,RB1,CNTNAP2,DLG2
GO: Biological Process	GO:2001257	regulation of cation channel activity	 	3.445E-4	8.454E-1	2.034E-2	1.705E-1	5	203	NRXN1,DLG2,PRKG1,DMD,MEF2C
GO: Biological Process	GO:0031062	positive regulation of histone methylation	 	3.481E-4	8.542E-1	2.034E-2	1.705E-1	3	46	JARID2,AUTS2,KMT2E
GO: Biological Process	GO:0032409	regulation of transporter activity	 	3.731E-4	9.157E-1	2.102E-2	1.762E-1	6	320	NRXN1,HECW2,DLG2,PRKG1,DMD,MEF2C
GO: Biological Process	GO:0032989	cellular component morphogenesis	 	3.769E-4	9.248E-1	2.102E-2	1.762E-1	12	1297	FLNB,PTPRD,NRXN1,DSCAM,RB1,HECW2,CNTNAP2,CD44,AUTS2,JMJD1C,ZEB2,MEF2C
GO: Biological Process	GO:0048469	cell maturation	 	3.937E-4	9.661E-1	2.106E-2	1.765E-1	5	209	NRXN1,RB1,CNTNAP2,DLG2,RUNX1
GO: Biological Process	GO:0002520	immune system development	 	4.373E-4	1.000E0	2.106E-2	1.765E-1	11	1127	PMS2P5,JARID2,NF1,RB1,CD44,ETV6,CHD2,RUNX1,PBX1,KMT2E,MEF2C
GO: Biological Process	GO:0007417	central nervous system development	 	4.439E-4	1.000E0	2.106E-2	1.765E-1	11	1129	JARID2,NF1,NRXN1,CNTNAP2,MACROD2,PAX5,PRKG1,RUNX1,PBX3,ATP2B1,ZEB2
GO: Biological Process	GO:0010975	regulation of neuron projection development	 	4.504E-4	1.000E0	2.106E-2	1.765E-1	8	614	MAGI2,NF1,PTPRD,DSCAM,HECW2,DMD,ZEB2,MEF2C
GO: Biological Process	GO:0021700	developmental maturation	 	4.608E-4	1.000E0	2.106E-2	1.765E-1	6	333	NF1,NRXN1,RB1,CNTNAP2,DLG2,RUNX1
GO: Biological Process	GO:1903508	positive regulation of nucleic acid-templated transcription	 	4.647E-4	1.000E0	2.106E-2	1.765E-1	14	1736	NRBF2,RB1,AUTS2,ETV6,MLLT3,ELF1,PAX5,EBF1,RUNX1,PBX1,KMT2E,PBX3,ZEB2,MEF2C
GO: Biological Process	GO:1902680	positive regulation of RNA biosynthetic process	 	4.675E-4	1.000E0	2.106E-2	1.765E-1	14	1737	NRBF2,RB1,AUTS2,ETV6,MLLT3,ELF1,PAX5,EBF1,RUNX1,PBX1,KMT2E,PBX3,ZEB2,MEF2C
GO: Biological Process	GO:0098598	learned vocalization behavior or vocal learning	 	4.716E-4	1.000E0	2.106E-2	1.765E-1	2	11	NRXN1,CNTNAP2
GO: Biological Process	GO:0097105	presynaptic membrane assembly	 	4.716E-4	1.000E0	2.106E-2	1.765E-1	2	11	PTPRD,NRXN1
GO: Biological Process	GO:0099562	maintenance of postsynaptic density structure	 	4.716E-4	1.000E0	2.106E-2	1.765E-1	2	11	MAGI2,DLG2
GO: Biological Process	GO:0072009	nephron epithelium development	 	4.805E-4	1.000E0	2.106E-2	1.765E-1	4	122	MAGI2,CD44,PBX1,MEF2C
GO: Biological Process	GO:0051963	regulation of synapse assembly	 	4.805E-4	1.000E0	2.106E-2	1.765E-1	4	122	PTPRD,NRXN1,LINGO2,MEF2C
GO: Biological Process	GO:0045666	positive regulation of neuron differentiation	 	5.089E-4	1.000E0	2.190E-2	1.836E-1	7	475	MAGI2,NF1,PTPRD,DSCAM,DMD,ZEB2,MEF2C
GO: Biological Process	GO:0045664	regulation of neuron differentiation	 	5.247E-4	1.000E0	2.190E-2	1.836E-1	9	792	MAGI2,NF1,PTPRD,DSCAM,HECW2,DMD,PBX1,ZEB2,MEF2C
GO: Biological Process	GO:0034968	histone lysine methylation	 	5.266E-4	1.000E0	2.190E-2	1.836E-1	4	125	JARID2,AUTS2,PAX5,KMT2E
GO: Biological Process	GO:0031346	positive regulation of cell projection organization	 	5.415E-4	1.000E0	2.190E-2	1.836E-1	7	480	MAGI2,NF1,PTPRD,DSCAM,AUTS2,DMD,ZEB2
GO: Biological Process	GO:0051130	positive regulation of cellular component organization	 	5.444E-4	1.000E0	2.190E-2	1.836E-1	12	1351	MAGI2,JARID2,NF1,PTPRD,NRXN1,DSCAM,RB1,AUTS2,LINGO2,DMD,KMT2E,ZEB2
GO: Biological Process	GO:0097104	postsynaptic membrane assembly	 	5.648E-4	1.000E0	2.236E-2	1.874E-1	2	12	MAGI2,NRXN1
GO: Biological Process	GO:0050853	B cell receptor signaling pathway	 	5.930E-4	1.000E0	2.310E-2	1.936E-1	4	129	ELF1,PAX5,RUNX1,MEF2C
GO: Biological Process	GO:0120036	plasma membrane bounded cell projection organization	 	6.324E-4	1.000E0	2.425E-2	2.033E-1	14	1790	MAGI2,NF1,PTPRD,NRXN1,DSCAM,RB1,HECW2,CNTNAP2,CD44,AUTS2,PRKG1,DMD,ZEB2,MEF2C
GO: Biological Process	GO:0040007	growth	 	6.522E-4	1.000E0	2.462E-2	2.064E-1	11	1182	MAGI2,JARID2,BNC2,DSCAM,RB1,CD44,AUTS2,PRKG1,SIK3,ZEB2,MEF2C
GO: Biological Process	GO:0050808	synapse organization	 	6.733E-4	1.000E0	2.503E-2	2.099E-1	7	498	MAGI2,PTPRD,NRXN1,DSCAM,DLG2,LINGO2,MEF2C
GO: Biological Process	GO:0048589	developmental growth	 	6.852E-4	1.000E0	2.510E-2	2.104E-1	9	822	MAGI2,JARID2,BNC2,DSCAM,AUTS2,PRKG1,SIK3,ZEB2,MEF2C
GO: Biological Process	GO:0099151	regulation of postsynaptic density assembly	 	7.758E-4	1.000E0	2.671E-2	2.239E-1	2	14	PTPRD,NRXN1
GO: Biological Process	GO:0097090	presynaptic membrane organization	 	7.758E-4	1.000E0	2.671E-2	2.239E-1	2	14	PTPRD,NRXN1
GO: Biological Process	GO:0031223	auditory behavior	 	7.758E-4	1.000E0	2.671E-2	2.239E-1	2	14	NRXN1,CNTNAP2
GO: Biological Process	GO:0030030	cell projection organization	 	7.793E-4	1.000E0	2.671E-2	2.239E-1	14	1828	MAGI2,NF1,PTPRD,NRXN1,DSCAM,RB1,HECW2,CNTNAP2,CD44,AUTS2,PRKG1,DMD,ZEB2,MEF2C
GO: Biological Process	GO:0051254	positive regulation of RNA metabolic process	 	7.835E-4	1.000E0	2.671E-2	2.239E-1	14	1829	NRBF2,RB1,AUTS2,ETV6,MLLT3,ELF1,PAX5,EBF1,RUNX1,PBX1,KMT2E,PBX3,ZEB2,MEF2C
GO: Biological Process	GO:0018022	peptidyl-lysine methylation	 	8.059E-4	1.000E0	2.691E-2	2.256E-1	4	140	JARID2,AUTS2,PAX5,KMT2E
GO: Biological Process	GO:0010976	positive regulation of neuron projection development	 	8.114E-4	1.000E0	2.691E-2	2.256E-1	6	371	MAGI2,NF1,PTPRD,DSCAM,DMD,ZEB2
GO: Biological Process	GO:0051094	positive regulation of developmental process	 	8.711E-4	1.000E0	2.850E-2	2.389E-1	13	1633	MAGI2,NF1,PTPRD,NRXN1,DSCAM,RB1,LINGO2,LTBP3,DMD,RUNX1,ATP2B1,ZEB2,MEF2C
GO: Biological Process	GO:0045161	neuronal ion channel clustering	 	8.934E-4	1.000E0	2.885E-2	2.418E-1	2	15	CNTNAP2,DLG2
GO: Biological Process	GO:0072089	stem cell proliferation	 	9.185E-4	1.000E0	2.893E-2	2.425E-1	4	145	NF1,ETV6,LTBP3,RUNX1
GO: Biological Process	GO:0010720	positive regulation of cell development	 	9.302E-4	1.000E0	2.893E-2	2.425E-1	8	686	MAGI2,NF1,PTPRD,DSCAM,DMD,RUNX1,ZEB2,MEF2C
GO: Biological Process	GO:0008285	negative regulation of cell population proliferation	 	9.365E-4	1.000E0	2.893E-2	2.425E-1	9	859	MAGI2,JARID2,NF1,RB1,CD44,DACH1,PRKG1,RUNX1,MEF2C
GO: Biological Process	GO:0045893	positive regulation of transcription, DNA-templated	 	9.431E-4	1.000E0	2.893E-2	2.425E-1	13	1647	RB1,AUTS2,ETV6,MLLT3,ELF1,PAX5,EBF1,RUNX1,PBX1,KMT2E,PBX3,ZEB2,MEF2C
GO: Biological Process	GO:0048667	cell morphogenesis involved in neuron differentiation	 	9.567E-4	1.000E0	2.898E-2	2.430E-1	8	689	PTPRD,NRXN1,DSCAM,RB1,HECW2,AUTS2,ZEB2,MEF2C
GO: Biological Process	GO:0033044	regulation of chromosome organization	 	9.697E-4	1.000E0	2.902E-2	2.433E-1	6	384	JARID2,RB1,HECW2,AUTS2,PAX5,KMT2E
GO: Biological Process	GO:0098880	maintenance of postsynaptic specialization structure	 	1.019E-3	1.000E0	3.013E-2	2.526E-1	2	16	MAGI2,DLG2
GO: Biological Process	GO:0000381	regulation of alternative mRNA splicing, via spliceosome	 	1.051E-3	1.000E0	3.070E-2	2.573E-1	3	67	CELF2,MBNL1,RBFOX1
GO: Biological Process	GO:0034765	regulation of ion transmembrane transport	 	1.069E-3	1.000E0	3.087E-2	2.587E-1	7	539	NRXN1,HECW2,DLG2,KCNIP4,PRKG1,DMD,MEF2C
GO: Biological Process	GO:0048534	hematopoietic or lymphoid organ development	 	1.105E-3	1.000E0	3.109E-2	2.606E-1	10	1065	JARID2,NF1,RB1,CD44,ETV6,CHD2,RUNX1,PBX1,KMT2E,MEF2C
GO: Biological Process	GO:0043113	receptor clustering	 	1.144E-3	1.000E0	3.109E-2	2.606E-1	3	69	MAGI2,NRXN1,DLG2
GO: Biological Process	GO:0016571	histone methylation	 	1.148E-3	1.000E0	3.109E-2	2.606E-1	4	154	JARID2,AUTS2,PAX5,KMT2E
GO: Biological Process	GO:0051571	positive regulation of histone H3-K4 methylation	 	1.153E-3	1.000E0	3.109E-2	2.606E-1	2	17	AUTS2,KMT2E
GO: Biological Process	GO:0007638	mechanosensory behavior	 	1.153E-3	1.000E0	3.109E-2	2.606E-1	2	17	NRXN1,CNTNAP2
GO: Biological Process	GO:1904889	regulation of excitatory synapse assembly	 	1.153E-3	1.000E0	3.109E-2	2.606E-1	2	17	PTPRD,NRXN1
GO: Biological Process	GO:0050854	regulation of antigen receptor-mediated signaling pathway	 	1.193E-3	1.000E0	3.148E-2	2.639E-1	3	70	ELF1,PAX5,RUNX1
GO: Biological Process	GO:0042278	purine nucleoside metabolic process	 	1.193E-3	1.000E0	3.148E-2	2.639E-1	3	70	MTAP,MACROD2,DLG2
GO: Biological Process	GO:0072073	kidney epithelium development	 	1.233E-3	1.000E0	3.178E-2	2.664E-1	4	157	MAGI2,CD44,PBX1,MEF2C
GO: Biological Process	GO:0097120	receptor localization to synapse	 	1.243E-3	1.000E0	3.178E-2	2.664E-1	3	71	MAGI2,NRXN1,DLG2
GO: Biological Process	GO:1900449	regulation of glutamate receptor signaling pathway	 	1.243E-3	1.000E0	3.178E-2	2.664E-1	3	71	NRXN1,DLG2,MEF2C
GO: Biological Process	GO:0050807	regulation of synapse organization	 	1.268E-3	1.000E0	3.208E-2	2.689E-1	5	271	MAGI2,PTPRD,NRXN1,LINGO2,MEF2C
GO: Biological Process	GO:0150052	regulation of postsynapse assembly	 	1.294E-3	1.000E0	3.208E-2	2.690E-1	2	18	PTPRD,NRXN1
GO: Biological Process	GO:0099150	regulation of postsynaptic specialization assembly	 	1.294E-3	1.000E0	3.208E-2	2.690E-1	2	18	PTPRD,NRXN1
GO: Biological Process	GO:0072006	nephron development	 	1.384E-3	1.000E0	3.394E-2	2.845E-1	4	162	MAGI2,CD44,PBX1,MEF2C
GO: Biological Process	GO:0008016	regulation of heart contraction	 	1.397E-3	1.000E0	3.394E-2	2.845E-1	5	277	CELF2,KCNIP4,PRKG1,DMD,ATP2B1
GO: Biological Process	GO:0035020	regulation of Rac protein signal transduction	 	1.444E-3	1.000E0	3.474E-2	2.912E-1	2	19	NF1,AUTS2
GO: Biological Process	GO:0050803	regulation of synapse structure or activity	 	1.511E-3	1.000E0	3.601E-2	3.019E-1	5	282	MAGI2,PTPRD,NRXN1,LINGO2,MEF2C
GO: Biological Process	GO:0045637	regulation of myeloid cell differentiation	 	1.535E-3	1.000E0	3.622E-2	3.036E-1	5	283	NF1,RB1,RUNX1,KMT2E,MEF2C
GO: Biological Process	GO:0045944	positive regulation of transcription by RNA polymerase II	 	1.558E-3	1.000E0	3.637E-2	3.049E-1	11	1315	RB1,AUTS2,ETV6,ELF1,PAX5,EBF1,RUNX1,PBX1,PBX3,ZEB2,MEF2C
GO: Biological Process	GO:0051965	positive regulation of synapse assembly	 	1.571E-3	1.000E0	3.637E-2	3.049E-1	3	77	PTPRD,NRXN1,LINGO2
GO: Biological Process	GO:0097091	synaptic vesicle clustering	 	1.601E-3	1.000E0	3.638E-2	3.050E-1	2	20	MAGI2,NRXN1
GO: Biological Process	GO:1905874	regulation of postsynaptic density organization	 	1.601E-3	1.000E0	3.638E-2	3.050E-1	2	20	PTPRD,NRXN1
GO: Biological Process	GO:0051705	multi-organism behavior	 	1.630E-3	1.000E0	3.671E-2	3.077E-1	3	78	NRXN1,CNTNAP2,DACH1
GO: Biological Process	GO:0001501	skeletal system development	 	1.662E-3	1.000E0	3.707E-2	3.108E-1	7	582	CD44,LTBP3,PAX5,SIK3,RUNX1,PBX1,MEF2C
GO: Biological Process	GO:0000380	alternative mRNA splicing, via spliceosome	 	1.691E-3	1.000E0	3.737E-2	3.133E-1	3	79	CELF2,MBNL1,RBFOX1
