Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
GO: Biological Process	GO:0035176	social behavior	 	8.022E-4	1.000E0	3.153E-2	2.560E-1	3	53	SHANK2,NRXN1,CNTNAP2
GO: Biological Process	GO:0016311	dephosphorylation	 	8.145E-4	1.000E0	3.153E-2	2.560E-1	7	445	LPIN1,MAGI2,PTPRD,PTPRG,MYO1D,DLG2,PPP6R3
GO: Biological Process	GO:0010649	regulation of cell communication by electrical coupling	 	8.850E-4	1.000E0	3.153E-2	2.560E-1	2	13	SLC8A1,PDE4D
GO: Biological Process	GO:0007638	mechanosensory behavior	 	8.850E-4	1.000E0	3.153E-2	2.560E-1	2	13	NRXN1,CNTNAP2
GO: Biological Process	GO:0045161	neuronal ion channel clustering	 	8.850E-4	1.000E0	3.153E-2	2.560E-1	2	13	CNTNAP2,DLG2
GO: Biological Process	GO:0021932	hindbrain radial glia guided cell migration	 	8.850E-4	1.000E0	3.153E-2	2.560E-1	2	13	DAB1,CTNNA2
GO: Biological Process	GO:0046710	GDP metabolic process	 	8.850E-4	1.000E0	3.153E-2	2.560E-1	2	13	MAGI3,DLG2
GO: Biological Process	GO:0034765	regulation of ion transmembrane transport	 	9.274E-4	1.000E0	3.242E-2	2.633E-1	7	455	SLC8A1,PDE4D,NRXN1,ASIC2,KCNS3,DMD,CACNA2D3
GO: Biological Process	GO:0048858	cell projection morphogenesis	 	9.651E-4	1.000E0	3.313E-2	2.690E-1	10	904	PTPRD,NRXN1,DAB1,PCDH15,ROBO2,LINGO2,CTNNA2,DMD,TENM2,OPHN1
GO: Biological Process	GO:1903513	endoplasmic reticulum to cytosol transport	 	1.044E-3	1.000E0	3.510E-2	2.851E-1	3	58	SLC8A1,PDE4D,DMD
GO: Biological Process	GO:0051966	regulation of synaptic transmission, glutamatergic	 	1.097E-3	1.000E0	3.510E-2	2.851E-1	3	59	SHANK2,NRXN1,OPHN1
GO: Biological Process	GO:0051130	positive regulation of cellular component organization	 	1.097E-3	1.000E0	3.510E-2	2.851E-1	12	1263	LPIN1,MAGI2,ATP8A1,PTPRD,NRXN1,ASIC2,BCAS3,AUTS2,ROBO2,LINGO2,DMD,TENM2
GO: Biological Process	GO:0032990	cell part morphogenesis	 	1.149E-3	1.000E0	3.510E-2	2.851E-1	10	925	PTPRD,NRXN1,DAB1,PCDH15,ROBO2,LINGO2,CTNNA2,DMD,TENM2,OPHN1
GO: Biological Process	GO:0006470	protein dephosphorylation	 	1.158E-3	1.000E0	3.510E-2	2.851E-1	6	344	MAGI2,PTPRD,PTPRG,MYO1D,DLG2,PPP6R3
GO: Biological Process	GO:0034762	regulation of transmembrane transport	 	1.162E-3	1.000E0	3.510E-2	2.851E-1	7	473	SLC8A1,PDE4D,NRXN1,ASIC2,KCNS3,DMD,CACNA2D3
GO: Biological Process	GO:0031399	regulation of protein modification process	 	1.185E-3	1.000E0	3.510E-2	2.851E-1	15	1841	LPIN1,MAGI2,VRK2,PDE4D,MYO1D,DAB1,AUTS2,MAGI3,DLG2,SPDYA,DMD,TERT,ALK,SMYD3,PPP6R3
GO: Biological Process	GO:0060134	prepulse inhibition	 	1.186E-3	1.000E0	3.510E-2	2.851E-1	2	15	NRXN1,CTNNA2
GO: Biological Process	GO:0007409	axonogenesis	 	1.190E-3	1.000E0	3.510E-2	2.851E-1	7	475	NRXN1,DAB1,ROBO2,LINGO2,CTNNA2,TENM2,OPHN1
GO: Biological Process	GO:0046847	filopodium assembly	 	1.209E-3	1.000E0	3.510E-2	2.851E-1	3	61	NRXN1,BCAS3,TENM2
GO: Biological Process	GO:0010921	regulation of phosphatase activity	 	1.265E-3	1.000E0	3.620E-2	2.940E-1	4	137	MAGI2,MYO1D,DLG2,PPP6R3
GO: Biological Process	GO:0051668	localization within membrane	 	1.300E-3	1.000E0	3.663E-2	2.974E-1	4	138	MAGI2,NRXN1,DLG2,PPP6R3
GO: Biological Process	GO:0048812	neuron projection morphogenesis	 	1.368E-3	1.000E0	3.797E-2	3.084E-1	8	630	PTPRD,NRXN1,DAB1,ROBO2,LINGO2,CTNNA2,TENM2,OPHN1
GO: Biological Process	GO:0050885	neuromuscular process controlling balance	 	1.453E-3	1.000E0	3.974E-2	3.228E-1	3	65	NRXN1,PCDH15,CAMTA1
GO: Biological Process	GO:0021535	cell migration in hindbrain	 	1.529E-3	1.000E0	4.125E-2	3.350E-1	2	17	DAB1,CTNNA2
GO: Biological Process	GO:0031346	positive regulation of cell projection organization	 	1.610E-3	1.000E0	4.282E-2	3.477E-1	6	367	MAGI2,PTPRD,BCAS3,ROBO2,DMD,TENM2
GO: Biological Process	GO:0051094	positive regulation of developmental process	 	1.634E-3	1.000E0	4.286E-2	3.480E-1	12	1323	MAGI2,SLC8A1,TENM4,PTPRD,NRXN1,ASIC2,DAB1,ROBO2,LINGO2,CTNNA2,DMD,TERT
GO: Biological Process	GO:0016192	vesicle-mediated transport	 	1.676E-3	1.000E0	4.335E-2	3.521E-1	13	1514	MAGI2,NBAS,PACS1,PLB1,RIN3,VSNL1,ATP8A1,NRXN1,MYO1D,BCAS3,NBEA,OPHN1,PPP6R3
GO: Biological Process	GO:0055119	relaxation of cardiac muscle	 	1.717E-3	1.000E0	4.343E-2	3.527E-1	2	18	SLC8A1,PDE4D
GO: Biological Process	GO:0051965	positive regulation of synapse assembly	 	1.725E-3	1.000E0	4.343E-2	3.527E-1	3	69	NRXN1,ASIC2,LINGO2
GO: Biological Process	GO:0051640	organelle localization	 	1.788E-3	1.000E0	4.409E-2	3.581E-1	7	510	MAGI2,NRXN1,NUMA1,DAB1,DMD,OPHN1,PPP6R3
GO: Biological Process	GO:0055117	regulation of cardiac muscle contraction	 	1.798E-3	1.000E0	4.409E-2	3.581E-1	3	70	SLC8A1,PDE4D,DMD
GO: Biological Process	GO:0061564	axon development	 	1.869E-3	1.000E0	4.523E-2	3.673E-1	7	514	NRXN1,DAB1,ROBO2,LINGO2,CTNNA2,TENM2,OPHN1
GO: Biological Process	GO:0010881	regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion	 	1.915E-3	1.000E0	4.576E-2	3.716E-1	2	19	SLC8A1,DMD
GO: Biological Process	GO:0043269	regulation of ion transport	 	1.996E-3	1.000E0	4.711E-2	3.826E-1	8	669	SLC8A1,PDE4D,ATP8A1,NRXN1,ASIC2,KCNS3,DMD,CACNA2D3
GO: Biological Process	GO:0007417	central nervous system development	 	2.085E-3	1.000E0	4.859E-2	3.946E-1	10	1002	SLC8A1,TENM4,NRXN1,ASIC2,MACROD2,CNTNAP2,DAB1,ROBO2,CTNNA2,IMMP2L
GO: Biological Process	GO:0046037	GMP metabolic process	 	2.123E-3	1.000E0	4.887E-2	3.969E-1	2	20	MAGI3,DLG2
GO: Cellular Component	GO:0098794	postsynapse	 	2.732E-8	6.557E-6	4.857E-6	2.944E-5	12	449	MAGI2,SLC8A1,SHANK2,ASIC2,DAB1,ANKS1B,DLG2,NBEA,CTNNA2,DMD,TENM2,OPHN1
GO: Cellular Component	GO:0043005	neuron projection	 	4.436E-8	1.065E-5	4.857E-6	2.944E-5	18	1194	MAGI2,SLC8A1,TENM4,SHANK2,NRXN1,MYO1D,ASIC2,NUMA1,CNTNAP2,DAB1,ANKS1B,DLG2,ROBO2,CTNNA2,DMD,TENM2,ALK,OPHN1
GO: Cellular Component	GO:0044456	synapse part	 	7.164E-8	1.719E-5	4.857E-6	2.944E-5	14	708	MAGI2,SLC8A1,SHANK2,NRXN1,ASIC2,PPFIA1,DAB1,ANKS1B,DLG2,NBEA,CTNNA2,DMD,TENM2,OPHN1
GO: Cellular Component	GO:0097458	neuron part	 	8.096E-8	1.943E-5	4.857E-6	2.944E-5	20	1545	MAGI2,SLC8A1,TENM4,SHANK2,NRXN1,MYO1D,ASIC2,PPFIA1,NUMA1,CNTNAP2,DAB1,PCDH15,ANKS1B,DLG2,ROBO2,CTNNA2,DMD,TENM2,ALK,OPHN1
GO: Cellular Component	GO:0045202	synapse	 	1.353E-7	3.246E-5	6.493E-6	3.935E-5	15	870	MAGI2,SLC8A1,SHANK2,NRXN1,ASIC2,PPFIA1,DAB1,PCDH15,ANKS1B,DLG2,NBEA,CTNNA2,DMD,TENM2,OPHN1
GO: Cellular Component	GO:0030425	dendrite	 	3.820E-6	9.169E-4	1.383E-4	8.379E-4	11	590	MAGI2,SLC8A1,SHANK2,MYO1D,ASIC2,NUMA1,CNTNAP2,ANKS1B,DLG2,TENM2,OPHN1
GO: Cellular Component	GO:0044463	cell projection part	 	4.033E-6	9.679E-4	1.383E-4	8.379E-4	15	1139	AGBL4,PLB1,SLC8A1,SHANK2,NRXN1,MYO1D,ASIC2,CNTNAP2,ANKS1B,DLG2,ROBO2,CTNNA2,DMD,TENM2,OPHN1
GO: Cellular Component	GO:0036477	somatodendritic compartment	 	4.968E-6	1.192E-3	1.490E-4	9.032E-4	13	867	MAGI2,SLC8A1,SHANK2,NRXN1,MYO1D,ASIC2,NUMA1,CNTNAP2,DAB1,ANKS1B,DLG2,TENM2,OPHN1
GO: Cellular Component	GO:0098590	plasma membrane region	 	7.094E-6	1.703E-3	1.892E-4	1.146E-3	14	1041	PLB1,SLC8A1,PDE4D,SHANK2,NRXN1,MYO1D,CNTNAP2,ANKS1B,DLG2,ROBO2,NBEA,CTNNA2,DMD,TENM2
GO: Cellular Component	GO:0043197	dendritic spine	 	1.149E-5	2.757E-3	2.701E-4	1.637E-3	6	151	SLC8A1,SHANK2,ASIC2,ANKS1B,TENM2,OPHN1
GO: Cellular Component	GO:0044309	neuron spine	 	1.238E-5	2.972E-3	2.701E-4	1.637E-3	6	153	SLC8A1,SHANK2,ASIC2,ANKS1B,TENM2,OPHN1
GO: Cellular Component	GO:0030673	axolemma	 	3.367E-5	8.080E-3	6.733E-4	4.080E-3	3	19	MYO1D,CNTNAP2,ROBO2
GO: Cellular Component	GO:0097060	synaptic membrane	 	6.166E-5	1.480E-2	1.085E-3	6.576E-3	7	298	SHANK2,NRXN1,ANKS1B,DLG2,NBEA,DMD,TENM2
GO: Cellular Component	GO:0098589	membrane region	 	6.330E-5	1.519E-2	1.085E-3	6.576E-3	14	1267	PLB1,SLC8A1,PDE4D,SHANK2,NRXN1,MYO1D,CNTNAP2,ANKS1B,DLG2,ROBO2,NBEA,CTNNA2,DMD,TENM2
GO: Cellular Component	GO:0045211	postsynaptic membrane	 	1.072E-4	2.572E-2	1.672E-3	1.013E-2	6	225	SHANK2,ANKS1B,DLG2,NBEA,DMD,TENM2
GO: Cellular Component	GO:0044304	main axon	 	1.115E-4	2.676E-2	1.672E-3	1.013E-2	4	74	MYO1D,CNTNAP2,DLG2,ROBO2
GO: Cellular Component	GO:0099572	postsynaptic specialization	 	1.267E-4	3.042E-2	1.690E-3	1.024E-2	6	232	MAGI2,SHANK2,DAB1,ANKS1B,DLG2,CTNNA2
GO: Cellular Component	GO:0014069	postsynaptic density	 	1.267E-4	3.042E-2	1.690E-3	1.024E-2	6	232	MAGI2,SHANK2,DAB1,ANKS1B,DLG2,CTNNA2
GO: Cellular Component	GO:0030054	cell junction	 	1.478E-4	3.547E-2	1.867E-3	1.131E-2	13	1200	MAGI2,SLC8A1,SHANK2,NRXN1,PPFIA1,ANKS1B,MAGI3,DLG2,NBEA,CTNNA2,DMD,TENM2,OPHN1
GO: Cellular Component	GO:0060076	excitatory synapse	 	1.986E-4	4.767E-2	2.384E-3	1.444E-2	6	252	MAGI2,SHANK2,DAB1,ANKS1B,DLG2,CTNNA2
GO: Cellular Component	GO:0098862	cluster of actin-based cell projections	 	3.031E-4	7.275E-2	3.395E-3	2.057E-2	5	175	PLB1,SHANK2,MYO1D,DAB1,PCDH15
GO: Cellular Component	GO:0034703	cation channel complex	 	3.112E-4	7.469E-2	3.395E-3	2.057E-2	5	176	PDE4D,CNTNAP2,DLG2,KCNS3,CACNA2D3
GO: Cellular Component	GO:0034702	ion channel complex	 	4.290E-4	1.030E-1	4.476E-3	2.713E-2	6	291	PDE4D,SHANK2,CNTNAP2,DLG2,KCNS3,CACNA2D3
GO: Cellular Component	GO:0044297	cell body	 	4.751E-4	1.140E-1	4.712E-3	2.855E-2	9	691	SHANK2,NRXN1,MYO1D,ASIC2,NUMA1,CNTNAP2,DAB1,DLG2,ALK
GO: Cellular Component	GO:0044224	juxtaparanode region of axon	 	4.908E-4	1.178E-1	4.712E-3	2.855E-2	2	10	CNTNAP2,DLG2
GO: Cellular Component	GO:0033267	axon part	 	5.886E-4	1.413E-1	5.113E-3	3.098E-2	6	309	NRXN1,MYO1D,CNTNAP2,DLG2,ROBO2,OPHN1
GO: Cellular Component	GO:0032589	neuron projection membrane	 	5.957E-4	1.430E-1	5.113E-3	3.098E-2	3	49	MYO1D,CNTNAP2,ROBO2
GO: Cellular Component	GO:0030424	axon	 	5.965E-4	1.432E-1	5.113E-3	3.098E-2	8	567	NRXN1,MYO1D,CNTNAP2,DLG2,ROBO2,CTNNA2,ALK,OPHN1
GO: Cellular Component	GO:1902495	transmembrane transporter complex	 	7.910E-4	1.898E-1	6.546E-3	3.967E-2	6	327	PDE4D,SHANK2,CNTNAP2,DLG2,KCNS3,CACNA2D3
GO: Cellular Component	GO:0031253	cell projection membrane	 	8.558E-4	2.054E-1	6.730E-3	4.078E-2	6	332	PLB1,SHANK2,MYO1D,CNTNAP2,ROBO2,DMD
GO: Cellular Component	GO:1990351	transporter complex	 	8.692E-4	2.086E-1	6.730E-3	4.078E-2	6	333	PDE4D,SHANK2,CNTNAP2,DLG2,KCNS3,CACNA2D3
GO: Cellular Component	GO:0005903	brush border	 	9.294E-4	2.231E-1	6.970E-3	4.224E-2	4	129	PLB1,SHANK2,MYO1D,DAB1
GO: Cellular Component	GO:0043025	neuronal cell body	 	1.022E-3	2.452E-1	7.431E-3	4.503E-2	8	616	SHANK2,NRXN1,MYO1D,ASIC2,NUMA1,CNTNAP2,DAB1,DLG2
GO: Cellular Component	GO:0098797	plasma membrane protein complex	 	1.992E-3	4.780E-1	1.406E-2	8.520E-2	7	532	PDE4D,SHANK2,CNTNAP2,DLG2,KCNS3,DMD,CACNA2D3
GO: Cellular Component	GO:1990572	TERT-RMRP complex	 	3.369E-3	8.085E-1	2.310E-2	1.400E-1	1	1	TERT
GO: Cellular Component	GO:0008076	voltage-gated potassium channel complex	 	3.665E-3	8.796E-1	2.443E-2	1.481E-1	3	92	CNTNAP2,DLG2,KCNS3
GO: Cellular Component	GO:0034705	potassium channel complex	 	3.778E-3	9.067E-1	2.451E-2	1.485E-1	3	93	CNTNAP2,DLG2,KCNS3
GO: Cellular Component	GO:0098858	actin-based cell projection	 	4.905E-3	1.000E0	3.098E-2	1.877E-1	4	204	WWOX,PCDH15,DMD,TENM2
GO: Cellular Component	GO:0000333	telomerase catalytic core complex	 	6.704E-3	1.000E0	3.738E-2	2.265E-1	1	2	TERT
GO: Cellular Component	GO:0061673	mitotic spindle astral microtubule	 	6.704E-3	1.000E0	3.738E-2	2.265E-1	1	2	NUMA1
GO: Cellular Component	GO:0042720	mitochondrial inner membrane peptidase complex	 	6.704E-3	1.000E0	3.738E-2	2.265E-1	1	2	IMMP2L
GO: Cellular Component	GO:0031379	RNA-directed RNA polymerase complex	 	6.704E-3	1.000E0	3.738E-2	2.265E-1	1	2	TERT
GO: Cellular Component	GO:0071920	cleavage body	 	6.704E-3	1.000E0	3.738E-2	2.265E-1	1	2	DDX1
GO: Cellular Component	GO:0048786	presynaptic active zone	 	6.853E-3	1.000E0	3.738E-2	2.265E-1	2	37	SHANK2,PPFIA1
GO: Cellular Component	GO:0016604	nuclear body	 	7.499E-3	1.000E0	4.000E-2	2.424E-1	5	364	ANKS1B,TERT,TENM2,MAML3,DDX1
GO: Cellular Component	GO:0005887	integral component of plasma membrane	 	8.154E-3	1.000E0	4.254E-2	2.578E-1	12	1651	SLC8A1,TENM4,SHANK2,PTPRD,PTPRG,NRXN1,ASIC2,CNTNAP2,DLG2,KCNS3,TENM2,ALK
GO: Cellular Component	GO:0005891	voltage-gated calcium channel complex	 	8.365E-3	1.000E0	4.271E-2	2.588E-1	2	41	PDE4D,CACNA2D3
GO: Cellular Component	GO:0016323	basolateral plasma membrane	 	9.134E-3	1.000E0	4.567E-2	2.768E-1	4	244	SLC8A1,MYO1D,DLG2,CTNNA2
GO: Cellular Component	GO:0031252	cell leading edge	 	9.826E-3	1.000E0	4.813E-2	2.917E-1	5	389	MYO1D,BCAS3,CNTNAP2,ROBO2,CTNNA2
GO: Cellular Component	GO:0070939	Dsl1/NZR complex	 	1.004E-2	1.000E0	4.819E-2	2.920E-1	1	3	NBAS
Pathway	117293	Arrhythmogenic right ventricular cardiomyopathy (ARVC)	BioSystems: KEGG	7.136E-6	2.305E-3	2.305E-3	1.465E-2	5	72	SLC8A1,CTNNA2,DMD,TCF7L1,CACNA2D3
Pathway	1427849	Protein-protein interactions at synapses	BioSystems: REACTOME	1.603E-4	5.179E-2	2.563E-2	1.629E-1	4	73	SHANK2,PTPRD,NRXN1,DLG2
Pathway	1269818	Clearance of Nuclear Envelope Membranes from Chromatin	BioSystems: REACTOME	2.894E-4	9.348E-2	2.563E-2	1.629E-1	2	7	VRK2,TMPO
Pathway	1268763	Neuronal System	BioSystems: REACTOME	3.174E-4	1.025E-1	2.563E-2	1.629E-1	7	351	SHANK2,PTPRD,NRXN1,PPFIA1,DLG2,KCNS3,CACNA2D3
Pathway	1269815	Nuclear Envelope Breakdown	BioSystems: REACTOME	9.789E-4	3.162E-1	4.889E-2	3.108E-1	3	52	LPIN1,VRK2,TMPO
Pathway	1269828	Initiation of Nuclear Envelope Reformation	BioSystems: REACTOME	1.060E-3	3.422E-1	4.889E-2	3.108E-1	2	13	VRK2,TMPO
Pathway	1269827	Nuclear Envelope Reassembly	BioSystems: REACTOME	1.060E-3	3.422E-1	4.889E-2	3.108E-1	2	13	VRK2,TMPO
Transcription Factor Binding Site	V$OCT1_Q5_01	V$OCT1_Q5_01	 	2.426E-5	1.075E-2	6.162E-3	4.111E-2	7	223	VSNL1,PDE4D,NRXN1,ASIC2,DLG2,DMD,ALK
Transcription Factor Binding Site	CAGGTA_V$AREB6_01	CAGGTA_V$AREB6_01	 	2.782E-5	1.232E-2	6.162E-3	4.111E-2	11	642	PACS1,VSNL1,PDE4D,NUMA1,DLG2,KCNS3,NBEA,DMD,FHIT,MAML3,CACNA2D3
Transcription Factor Binding Site	GCANCTGNY_V$MYOD_Q6	GCANCTGNY_V$MYOD_Q6	 	8.089E-5	3.583E-2	1.050E-2	7.008E-2	11	721	ASIC2,BCAS3,PCDH15,AUTS2,ELAVL2,DLG2,KCNS3,NBEA,DMD,ALK,CACNA2D3
