Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
GO: Molecular Function	GO:0000978	RNA polymerase II proximal promoter sequence-specific DNA binding	 	5.631E-4	1.284E-1	5.350E-3	3.215E-2	6	580	MYC,NSD1,ETV6,FOXP1,RUNX1,ERG
GO: Molecular Function	GO:0000987	proximal promoter sequence-specific DNA binding	 	6.384E-4	1.456E-1	5.822E-3	3.498E-2	6	594	MYC,NSD1,ETV6,FOXP1,RUNX1,ERG
GO: Molecular Function	GO:0035258	steroid hormone receptor binding	 	8.608E-4	1.963E-1	7.305E-3	4.389E-2	3	103	NSD1,FOXP1,FUS
GO: Molecular Function	GO:0046965	retinoid X receptor binding	 	8.651E-4	1.972E-1	7.305E-3	4.389E-2	2	24	NSD1,FUS
GO: Molecular Function	GO:0004619	phosphoglycerate mutase activity	 	1.505E-3	3.431E-1	1.104E-2	6.637E-2	3	125	NUP98,MYC,CBFA2T3
GO: Molecular Function	GO:0004618	phosphoglycerate kinase activity	 	1.505E-3	3.431E-1	1.104E-2	6.637E-2	3	125	NUP98,MYC,CBFA2T3
GO: Molecular Function	GO:0004634	phosphopyruvate hydratase activity	 	1.505E-3	3.431E-1	1.104E-2	6.637E-2	3	125	NUP98,MYC,CBFA2T3
GO: Molecular Function	GO:0043891	glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating) activity	 	1.505E-3	3.431E-1	1.104E-2	6.637E-2	3	125	NUP98,MYC,CBFA2T3
GO: Molecular Function	GO:0016774	phosphotransferase activity, carboxyl group as acceptor	 	1.575E-3	3.591E-1	1.104E-2	6.637E-2	3	127	NUP98,MYC,CBFA2T3
GO: Molecular Function	GO:0046966	thyroid hormone receptor binding	 	1.638E-3	3.735E-1	1.104E-2	6.637E-2	2	33	NSD1,FUS
GO: Molecular Function	GO:0016922	nuclear receptor binding	 	1.647E-3	3.755E-1	1.104E-2	6.637E-2	3	129	NSD1,FOXP1,FUS
GO: Molecular Function	GO:0016868	intramolecular transferase activity, phosphotransferases	 	1.721E-3	3.924E-1	1.121E-2	6.737E-2	3	131	NUP98,MYC,CBFA2T3
GO: Molecular Function	GO:0016866	intramolecular transferase activity	 	2.344E-3	5.345E-1	1.455E-2	8.743E-2	3	146	NUP98,MYC,CBFA2T3
GO: Molecular Function	GO:0061629	RNA polymerase II-specific DNA-binding transcription factor binding	 	2.361E-3	5.383E-1	1.455E-2	8.743E-2	4	311	NSD1,FOXP1,CTBP2,FUS
GO: Molecular Function	GO:0140030	modification-dependent protein binding	 	2.484E-3	5.663E-1	1.490E-2	8.954E-2	3	149	KMT2A,MLLT3,KDM5A
GO: Molecular Function	GO:0016620	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	 	3.092E-3	7.049E-1	1.759E-2	1.057E-1	3	161	NUP98,MYC,CBFA2T3
GO: Molecular Function	GO:0018024	histone-lysine N-methyltransferase activity	 	3.164E-3	7.213E-1	1.759E-2	1.057E-1	2	46	NSD1,KMT2A
GO: Molecular Function	GO:0050681	androgen receptor binding	 	3.164E-3	7.213E-1	1.759E-2	1.057E-1	2	46	NSD1,FOXP1
GO: Molecular Function	GO:0016903	oxidoreductase activity, acting on the aldehyde or oxo group of donors	 	3.603E-3	8.215E-1	1.956E-2	1.175E-1	3	170	NUP98,MYC,CBFA2T3
GO: Molecular Function	GO:0030331	estrogen receptor binding	 	4.179E-3	9.527E-1	2.216E-2	1.331E-1	2	53	NSD1,FUS
GO: Molecular Function	GO:1990841	promoter-specific chromatin binding	 	4.335E-3	9.883E-1	2.246E-2	1.350E-1	2	54	NUP98,RUNX1
GO: Molecular Function	GO:0016836	hydro-lyase activity	 	4.634E-3	1.000E0	2.348E-2	1.411E-1	3	186	NUP98,MYC,CBFA2T3
GO: Molecular Function	GO:0042054	histone methyltransferase activity	 	5.153E-3	1.000E0	2.554E-2	1.535E-1	2	59	NSD1,KMT2A
GO: Molecular Function	GO:0044729	hemi-methylated DNA-binding	 	5.447E-3	1.000E0	2.642E-2	1.588E-1	1	3	WT1
GO: Molecular Function	GO:0016279	protein-lysine N-methyltransferase activity	 	5.676E-3	1.000E0	2.696E-2	1.620E-1	2	62	NSD1,KMT2A
GO: Molecular Function	GO:0016278	lysine N-methyltransferase activity	 	5.855E-3	1.000E0	2.713E-2	1.630E-1	2	63	NSD1,KMT2A
GO: Molecular Function	GO:0019213	deacetylase activity	 	6.037E-3	1.000E0	2.713E-2	1.630E-1	2	64	KDM5A,MACROD2
GO: Molecular Function	GO:0016835	carbon-oxygen lyase activity	 	6.069E-3	1.000E0	2.713E-2	1.630E-1	3	205	NUP98,MYC,CBFA2T3
GO: Molecular Function	GO:0050051	leukotriene-B4 20-monooxygenase activity	 	7.256E-3	1.000E0	3.064E-2	1.841E-1	1	4	CYP4F12
GO: Molecular Function	GO:0034648	histone demethylase activity (H3-dimethyl-K4 specific)	 	7.256E-3	1.000E0	3.064E-2	1.841E-1	1	4	KDM5A
GO: Molecular Function	GO:0018685	alkane 1-monooxygenase activity	 	7.256E-3	1.000E0	3.064E-2	1.841E-1	1	4	CYP4F12
GO: Molecular Function	GO:0042802	identical protein binding	 	7.906E-3	1.000E0	3.243E-2	1.948E-1	9	1995	KMT2A,FOXP1,FLNC,FUS,THRB,RUNX1,RUNX1T1,NDE1,PRKRA
GO: Molecular Function	GO:0016491	oxidoreductase activity	 	7.964E-3	1.000E0	3.243E-2	1.948E-1	6	983	NUP98,MYC,CTBP2,CYP4F12,CBFA2T3,KDM5A
GO: Molecular Function	GO:0070491	repressing transcription factor binding	 	8.207E-3	1.000E0	3.283E-2	1.973E-1	2	75	MYC,RUNX1
GO: Molecular Function	GO:0003725	double-stranded RNA binding	 	8.851E-3	1.000E0	3.333E-2	2.003E-1	2	78	MBNL1,PRKRA
GO: Molecular Function	GO:0010385	double-stranded methylated DNA binding	 	9.063E-3	1.000E0	3.333E-2	2.003E-1	1	5	WT1
GO: Molecular Function	GO:0071074	eukaryotic initiation factor eIF2 binding	 	9.063E-3	1.000E0	3.333E-2	2.003E-1	1	5	MYC
GO: Molecular Function	GO:0042799	histone methyltransferase activity (H4-K20 specific)	 	9.063E-3	1.000E0	3.333E-2	2.003E-1	1	5	NSD1
GO: Molecular Function	GO:0045322	unmethylated CpG binding	 	9.063E-3	1.000E0	3.333E-2	2.003E-1	1	5	KMT2A
GO: Molecular Function	GO:0042803	protein homodimerization activity	 	9.389E-3	1.000E0	3.398E-2	2.042E-1	6	1018	KMT2A,FOXP1,THRB,RUNX1,RUNX1T1,PRKRA
GO: Molecular Function	GO:0001069	regulatory region RNA binding	 	1.087E-2	1.000E0	3.754E-2	2.255E-1	1	6	MBNL1
GO: Molecular Function	GO:0034647	histone demethylase activity (H3-trimethyl-K4 specific)	 	1.087E-2	1.000E0	3.754E-2	2.255E-1	1	6	KDM5A
GO: Molecular Function	GO:0070883	pre-miRNA binding	 	1.087E-2	1.000E0	3.754E-2	2.255E-1	1	6	PRKRA
GO: Molecular Function	GO:0008276	protein methyltransferase activity	 	1.165E-2	1.000E0	3.963E-2	2.381E-1	2	90	NSD1,KMT2A
GO: Molecular Function	GO:0005004	GPI-linked ephrin receptor activity	 	1.267E-2	1.000E0	4.125E-2	2.479E-1	1	7	EPHA3
GO: Molecular Function	GO:0070324	thyroid hormone binding	 	1.267E-2	1.000E0	4.125E-2	2.479E-1	1	7	THRB
GO: Molecular Function	GO:0098882	structural constituent of presynaptic active zone	 	1.267E-2	1.000E0	4.125E-2	2.479E-1	1	7	CTBP2
GO: Molecular Function	GO:0008170	N-methyltransferase activity	 	1.370E-2	1.000E0	4.398E-2	2.643E-1	2	98	NSD1,KMT2A
GO: Molecular Function	GO:0046975	histone methyltransferase activity (H3-K36 specific)	 	1.446E-2	1.000E0	4.517E-2	2.714E-1	1	8	NSD1
GO: Molecular Function	GO:0030274	LIM domain binding	 	1.446E-2	1.000E0	4.517E-2	2.714E-1	1	8	AFDN
GO: Molecular Function	GO:0046914	transition metal ion binding	 	1.483E-2	1.000E0	4.568E-2	2.745E-1	6	1124	WT1,NSD1,KMT2A,CYP4F12,THRB,KDM5A
GO: Molecular Function	GO:0016853	isomerase activity	 	1.611E-2	1.000E0	4.752E-2	2.855E-1	3	294	NUP98,MYC,CBFA2T3
GO: Molecular Function	GO:0016713	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced iron-sulfur protein as one donor, and incorporation of one atom of oxygen	 	1.626E-2	1.000E0	4.752E-2	2.855E-1	1	9	CYP4F12
GO: Molecular Function	GO:0004017	adenylate kinase activity	 	1.626E-2	1.000E0	4.752E-2	2.855E-1	1	9	AK5
GO: Molecular Function	GO:0099181	structural constituent of presynapse	 	1.626E-2	1.000E0	4.752E-2	2.855E-1	1	9	CTBP2
GO: Biological Process	GO:1903508	positive regulation of nucleic acid-templated transcription	 	5.689E-12	1.095E-8	5.529E-9	4.501E-8	19	1736	NUP98,MYC,WT1,NSD1,ETV6,KMT2A,MLLT3,FOXP1,CTBP2,FANK1,FUS,THRB,MLLT10,RUNX1,ERG,CBFB,KDM5A,ELL,GLIS2
GO: Biological Process	GO:1902680	positive regulation of RNA biosynthetic process	 	5.748E-12	1.106E-8	5.529E-9	4.501E-8	19	1737	NUP98,MYC,WT1,NSD1,ETV6,KMT2A,MLLT3,FOXP1,CTBP2,FANK1,FUS,THRB,MLLT10,RUNX1,ERG,CBFB,KDM5A,ELL,GLIS2
GO: Biological Process	GO:0051254	positive regulation of RNA metabolic process	 	1.428E-11	2.747E-8	9.158E-9	7.454E-8	19	1829	NUP98,MYC,WT1,NSD1,ETV6,KMT2A,MLLT3,FOXP1,CTBP2,FANK1,FUS,THRB,MLLT10,RUNX1,ERG,CBFB,KDM5A,ELL,GLIS2
GO: Biological Process	GO:0045893	positive regulation of transcription, DNA-templated	 	3.281E-10	6.312E-7	1.578E-7	1.284E-6	17	1647	MYC,WT1,NSD1,ETV6,KMT2A,MLLT3,FOXP1,CTBP2,FANK1,THRB,MLLT10,RUNX1,ERG,CBFB,KDM5A,ELL,GLIS2
GO: Biological Process	GO:0045944	positive regulation of transcription by RNA polymerase II	 	1.403E-7	2.699E-4	3.938E-5	3.205E-4	13	1315	MYC,WT1,ETV6,KMT2A,FOXP1,CTBP2,THRB,MLLT10,RUNX1,ERG,CBFB,ELL,GLIS2
GO: Biological Process	GO:0045892	negative regulation of transcription, DNA-templated	 	1.416E-7	2.723E-4	3.938E-5	3.205E-4	13	1316	MYC,WT1,NSD1,ETV6,FOXP1,CTBP2,THRB,RUNX1,RUNX1T1,CBFA2T3,CBFB,KDM5A,GLIS2
GO: Biological Process	GO:0045934	negative regulation of nucleobase-containing compound metabolic process	 	1.433E-7	2.756E-4	3.938E-5	3.205E-4	14	1573	MYC,WT1,NSD1,ETV6,KMT2A,FOXP1,CTBP2,THRB,RUNX1,RUNX1T1,CBFA2T3,CBFB,KDM5A,GLIS2
GO: Biological Process	GO:1903507	negative regulation of nucleic acid-templated transcription	 	2.258E-7	4.345E-4	4.910E-5	3.997E-4	13	1370	MYC,WT1,NSD1,ETV6,FOXP1,CTBP2,THRB,RUNX1,RUNX1T1,CBFA2T3,CBFB,KDM5A,GLIS2
GO: Biological Process	GO:1902679	negative regulation of RNA biosynthetic process	 	2.297E-7	4.419E-4	4.910E-5	3.997E-4	13	1372	MYC,WT1,NSD1,ETV6,FOXP1,CTBP2,THRB,RUNX1,RUNX1T1,CBFA2T3,CBFB,KDM5A,GLIS2
GO: Biological Process	GO:0000122	negative regulation of transcription by RNA polymerase II	 	2.910E-7	5.598E-4	5.598E-5	4.557E-4	11	931	MYC,WT1,NSD1,ETV6,FOXP1,THRB,RUNX1,CBFA2T3,CBFB,KDM5A,GLIS2
GO: Biological Process	GO:0051253	negative regulation of RNA metabolic process	 	4.970E-7	9.562E-4	8.693E-5	7.076E-4	13	1467	MYC,WT1,NSD1,ETV6,FOXP1,CTBP2,THRB,RUNX1,RUNX1T1,CBFA2T3,CBFB,KDM5A,GLIS2
GO: Biological Process	GO:2000113	negative regulation of cellular macromolecule biosynthetic process	 	1.384E-6	2.663E-3	2.219E-4	1.806E-3	13	1605	MYC,WT1,NSD1,ETV6,FOXP1,CTBP2,THRB,RUNX1,RUNX1T1,CBFA2T3,CBFB,KDM5A,GLIS2
GO: Biological Process	GO:0010558	negative regulation of macromolecule biosynthetic process	 	2.643E-6	5.085E-3	3.912E-4	3.184E-3	13	1700	MYC,WT1,NSD1,ETV6,FOXP1,CTBP2,THRB,RUNX1,RUNX1T1,CBFA2T3,CBFB,KDM5A,GLIS2
GO: Biological Process	GO:0031327	negative regulation of cellular biosynthetic process	 	3.917E-6	7.536E-3	5.383E-4	4.382E-3	13	1761	MYC,WT1,NSD1,ETV6,FOXP1,CTBP2,THRB,RUNX1,RUNX1T1,CBFA2T3,CBFB,KDM5A,GLIS2
GO: Biological Process	GO:0009890	negative regulation of biosynthetic process	 	4.904E-6	9.435E-3	6.290E-4	5.120E-3	13	1797	MYC,WT1,NSD1,ETV6,FOXP1,CTBP2,THRB,RUNX1,RUNX1T1,CBFA2T3,CBFB,KDM5A,GLIS2
GO: Biological Process	GO:0060216	definitive hemopoiesis	 	1.215E-5	2.338E-2	1.461E-3	1.190E-2	3	26	KMT2A,RUNX1,CBFB
GO: Biological Process	GO:0050855	regulation of B cell receptor signaling pathway	 	1.702E-5	3.274E-2	1.778E-3	1.447E-2	3	29	FOXP1,RUNX1,CBFB
GO: Biological Process	GO:0043378	positive regulation of CD8-positive, alpha-beta T cell differentiation	 	1.756E-5	3.378E-2	1.778E-3	1.447E-2	2	4	RUNX1,CBFB
GO: Biological Process	GO:1905643	positive regulation of DNA methylation	 	1.756E-5	3.378E-2	1.778E-3	1.447E-2	2	4	MYC,WT1
GO: Biological Process	GO:0044030	regulation of DNA methylation	 	3.887E-5	7.479E-2	3.740E-3	3.044E-2	3	38	MYC,WT1,KMT2A
GO: Biological Process	GO:0043376	regulation of CD8-positive, alpha-beta T cell differentiation	 	4.380E-5	8.426E-2	4.012E-3	3.266E-2	2	6	RUNX1,CBFB
GO: Biological Process	GO:2001025	positive regulation of response to drug	 	6.929E-5	1.333E-1	6.059E-3	4.932E-2	3	46	KMT2A,FOXP1,RUNX1
GO: Biological Process	GO:0034329	cell junction assembly	 	7.300E-5	1.405E-1	6.107E-3	4.971E-2	5	254	AFDN,FLNC,RUNX1,CBFB,EPHA3
GO: Biological Process	GO:2001187	positive regulation of CD8-positive, alpha-beta T cell activation	 	8.157E-5	1.569E-1	6.427E-3	5.231E-2	2	8	RUNX1,CBFB
GO: Biological Process	GO:0046031	ADP metabolic process	 	8.351E-5	1.607E-1	6.427E-3	5.231E-2	4	134	NUP98,MYC,CBFA2T3,AK5
GO: Biological Process	GO:0006165	nucleoside diphosphate phosphorylation	 	1.134E-4	2.181E-1	8.075E-3	6.573E-2	4	145	NUP98,MYC,CBFA2T3,AK5
GO: Biological Process	GO:0046939	nucleotide phosphorylation	 	1.195E-4	2.299E-1	8.075E-3	6.573E-2	4	147	NUP98,MYC,CBFA2T3,AK5
GO: Biological Process	GO:0045637	regulation of myeloid cell differentiation	 	1.214E-4	2.336E-1	8.075E-3	6.573E-2	5	283	MYC,KMT2A,FOXP1,RUNX1,CBFB
GO: Biological Process	GO:0009179	purine ribonucleoside diphosphate metabolic process	 	1.259E-4	2.422E-1	8.075E-3	6.573E-2	4	149	NUP98,MYC,CBFA2T3,AK5
GO: Biological Process	GO:0009135	purine nucleoside diphosphate metabolic process	 	1.259E-4	2.422E-1	8.075E-3	6.573E-2	4	149	NUP98,MYC,CBFA2T3,AK5
GO: Biological Process	GO:0009185	ribonucleoside diphosphate metabolic process	 	1.430E-4	2.751E-1	8.715E-3	7.094E-2	4	154	NUP98,MYC,CBFA2T3,AK5
GO: Biological Process	GO:0030522	intracellular receptor signaling pathway	 	1.474E-4	2.836E-1	8.715E-3	7.094E-2	5	295	FOXP1,CTBP2,THRB,RUNX1,CBFB
GO: Biological Process	GO:0030099	myeloid cell differentiation	 	1.495E-4	2.876E-1	8.715E-3	7.094E-2	6	474	MYC,KMT2A,FOXP1,RUNX1,CBFA2T3,CBFB
GO: Biological Process	GO:0072203	cell proliferation involved in metanephros development	 	1.597E-4	3.073E-1	9.038E-3	7.356E-2	2	11	MYC,WT1
GO: Biological Process	GO:0070830	bicellular tight junction assembly	 	1.694E-4	3.259E-1	9.310E-3	7.578E-2	3	62	AFDN,RUNX1,CBFB
GO: Biological Process	GO:0120192	tight junction assembly	 	1.776E-4	3.418E-1	9.493E-3	7.727E-2	3	63	AFDN,RUNX1,CBFB
GO: Biological Process	GO:0034330	cell junction organization	 	1.829E-4	3.520E-1	9.513E-3	7.743E-2	5	309	AFDN,FLNC,RUNX1,CBFB,EPHA3
GO: Biological Process	GO:0009132	nucleoside diphosphate metabolic process	 	2.185E-4	4.205E-1	1.099E-2	8.948E-2	4	172	NUP98,MYC,CBFA2T3,AK5
GO: Biological Process	GO:0120193	tight junction organization	 	2.228E-4	4.287E-1	1.099E-2	8.948E-2	3	68	AFDN,RUNX1,CBFB
GO: Biological Process	GO:0009790	embryo development	 	2.323E-4	4.470E-1	1.117E-2	9.095E-2	9	1263	MYC,WT1,NSD1,KMT2A,FOXP1,RUNX1,ELL,MBNL1,PRKRA
GO: Biological Process	GO:0050854	regulation of antigen receptor-mediated signaling pathway	 	2.428E-4	4.672E-1	1.128E-2	9.185E-2	3	70	FOXP1,RUNX1,CBFB
GO: Biological Process	GO:0072216	positive regulation of metanephros development	 	2.634E-4	5.067E-1	1.128E-2	9.185E-2	2	14	MYC,WT1
GO: Biological Process	GO:1905941	positive regulation of gonad development	 	2.634E-4	5.067E-1	1.128E-2	9.185E-2	2	14	WT1,RUNX1
GO: Biological Process	GO:2001040	positive regulation of cellular response to drug	 	2.634E-4	5.067E-1	1.128E-2	9.185E-2	2	14	KMT2A,FOXP1
GO: Biological Process	GO:0043297	apical junction assembly	 	2.639E-4	5.078E-1	1.128E-2	9.185E-2	3	72	AFDN,RUNX1,CBFB
GO: Biological Process	GO:1902036	regulation of hematopoietic stem cell differentiation	 	2.749E-4	5.289E-1	1.150E-2	9.359E-2	3	73	KMT2A,RUNX1,CBFB
GO: Biological Process	GO:0072075	metanephric mesenchyme development	 	3.036E-4	5.841E-1	1.217E-2	9.904E-2	2	15	MYC,WT1
GO: Biological Process	GO:2000194	regulation of female gonad development	 	3.036E-4	5.841E-1	1.217E-2	9.904E-2	2	15	WT1,RUNX1
GO: Biological Process	GO:0043401	steroid hormone mediated signaling pathway	 	3.389E-4	6.521E-1	1.331E-2	1.083E-1	4	193	FOXP1,THRB,RUNX1,CBFB
GO: Biological Process	GO:0043374	CD8-positive, alpha-beta T cell differentiation	 	3.466E-4	6.668E-1	1.334E-2	1.085E-1	2	16	RUNX1,CBFB
GO: Biological Process	GO:0045652	regulation of megakaryocyte differentiation	 	3.736E-4	7.187E-1	1.409E-2	1.147E-1	3	81	KMT2A,RUNX1,CBFB
GO: Biological Process	GO:0097152	mesenchymal cell apoptotic process	 	3.923E-4	7.549E-1	1.424E-2	1.159E-1	2	17	WT1,ETV6
GO: Biological Process	GO:2001185	regulation of CD8-positive, alpha-beta T cell activation	 	3.923E-4	7.549E-1	1.424E-2	1.159E-1	2	17	RUNX1,CBFB
GO: Biological Process	GO:0060218	hematopoietic stem cell differentiation	 	4.157E-4	7.998E-1	1.454E-2	1.184E-1	3	84	KMT2A,RUNX1,CBFB
GO: Biological Process	GO:0006110	regulation of glycolytic process	 	4.157E-4	7.998E-1	1.454E-2	1.184E-1	3	84	NUP98,MYC,CBFA2T3
GO: Biological Process	GO:1901722	regulation of cell proliferation involved in kidney development	 	4.409E-4	8.483E-1	1.503E-2	1.224E-1	2	18	MYC,WT1
GO: Biological Process	GO:0033143	regulation of intracellular steroid hormone receptor signaling pathway	 	4.454E-4	8.570E-1	1.503E-2	1.224E-1	3	86	FOXP1,RUNX1,CBFB
GO: Biological Process	GO:0060538	skeletal muscle organ development	 	4.581E-4	8.813E-1	1.520E-2	1.237E-1	4	209	MYC,WT1,FOXP1,MBNL1
GO: Biological Process	GO:0043367	CD4-positive, alpha-beta T cell differentiation	 	4.765E-4	9.167E-1	1.554E-2	1.265E-1	3	88	FOXP1,RUNX1,CBFB
GO: Biological Process	GO:0072074	kidney mesenchyme development	 	4.922E-4	9.471E-1	1.578E-2	1.285E-1	2	19	MYC,WT1
GO: Biological Process	GO:1901532	regulation of hematopoietic progenitor cell differentiation	 	5.256E-4	1.000E0	1.658E-2	1.349E-1	3	91	KMT2A,RUNX1,CBFB
GO: Biological Process	GO:1901888	regulation of cell junction assembly	 	5.601E-4	1.000E0	1.738E-2	1.415E-1	3	93	RUNX1,CBFB,EPHA3
GO: Biological Process	GO:0008285	negative regulation of cell population proliferation	 	5.907E-4	1.000E0	1.758E-2	1.431E-1	7	859	MYC,WT1,KMT2A,CTBP2,RUNX1,CBFA2T3,PRKRA
GO: Biological Process	GO:0045596	negative regulation of cell differentiation	 	5.948E-4	1.000E0	1.758E-2	1.431E-1	7	860	MYC,FOXP1,THRB,RUNX1,RUNX1T1,CBFB,EPHA3
GO: Biological Process	GO:0045655	regulation of monocyte differentiation	 	6.032E-4	1.000E0	1.758E-2	1.431E-1	2	21	MYC,FOXP1
GO: Biological Process	GO:0071371	cellular response to gonadotropin stimulus	 	6.032E-4	1.000E0	1.758E-2	1.431E-1	2	21	WT1,EPHA3
GO: Biological Process	GO:0043470	regulation of carbohydrate catabolic process	 	6.334E-4	1.000E0	1.819E-2	1.480E-1	3	97	NUP98,MYC,CBFA2T3
GO: Biological Process	GO:0002902	regulation of B cell apoptotic process	 	6.628E-4	1.000E0	1.875E-2	1.526E-1	2	22	MYC,FOXP1
GO: Biological Process	GO:2000810	regulation of bicellular tight junction assembly	 	7.251E-4	1.000E0	1.970E-2	1.604E-1	2	23	RUNX1,CBFB
GO: Biological Process	GO:0043371	negative regulation of CD4-positive, alpha-beta T cell differentiation	 	7.251E-4	1.000E0	1.970E-2	1.604E-1	2	23	RUNX1,CBFB
GO: Biological Process	GO:0030219	megakaryocyte differentiation	 	7.332E-4	1.000E0	1.970E-2	1.604E-1	3	102	KMT2A,RUNX1,CBFB
GO: Biological Process	GO:0006306	DNA methylation	 	7.543E-4	1.000E0	1.970E-2	1.604E-1	3	103	MYC,WT1,KMT2A
GO: Biological Process	GO:0006305	DNA alkylation	 	7.543E-4	1.000E0	1.970E-2	1.604E-1	3	103	MYC,WT1,KMT2A
GO: Biological Process	GO:0002573	myeloid leukocyte differentiation	 	7.577E-4	1.000E0	1.970E-2	1.604E-1	4	239	MYC,FOXP1,RUNX1,CBFA2T3
